"","seqnames","start","end","width","strand","Conc","Conc_none","Conc_Fulvestrant","Fold","p.value","FDR"
"2057","chr20",46956745,46956965,221,"*",3.55,4.51,-0.49,5,2.6e-09,1.95e-08
"2058","chr15",96454708,96455341,634,"*",6.38,6.93,5.49,1.45,2.61e-09,1.96e-08
"2059","chr5",56059722,56060255,534,"*",4.34,5.18,2.07,3.11,2.67e-09,2e-08
"2060","chr10",70571381,70571608,228,"*",3.71,4.63,0.45,4.18,2.68e-09,2.01e-08
"2061","chr2",201520581,201520917,337,"*",3.63,4.57,0.13,4.44,2.68e-09,2.01e-08
"2062","chr16",82170572,82171216,645,"*",5.98,6.58,4.93,1.64,2.69e-09,2.01e-08
"2063","chr14",95110037,95110320,284,"*",3.93,4.81,1.33,3.48,2.7e-09,2.02e-08
"2064","chr12",130613324,130613613,290,"*",4.78,5.53,3.11,2.43,2.74e-09,2.05e-08
"2065","chr8",8953240,8953766,527,"*",5.58,6.22,4.4,1.82,2.77e-09,2.07e-08
"2066","chr19",39602170,39602636,467,"*",5.19,5.88,3.8,2.08,2.79e-09,2.09e-08
"2067","chr18",43438761,43439043,283,"*",3.67,4.59,0.44,4.15,2.81e-09,2.1e-08
"2068","chr15",99289322,99289811,490,"*",4.28,5.1,2.19,2.91,2.81e-09,2.1e-08
"2069","chr12",63966119,63966483,365,"*",4.02,4.89,1.52,3.37,2.82e-09,2.1e-08
"2070","chr1",108299069,108299307,239,"*",5.2,5.97,3.44,2.53,2.82e-09,2.11e-08
"2071","chr11",62214891,62215115,225,"*",3.55,4.5,-0.49,4.99,2.83e-09,2.11e-08
"2072","chr1",235142489,235142777,289,"*",3.87,4.78,0.81,3.97,2.84e-09,2.12e-08
"2073","chr10",95225514,95225774,261,"*",4.05,4.92,1.58,3.34,2.85e-09,2.13e-08
"2074","chr4",89100003,89100273,271,"*",3.68,4.6,0.3,4.3,2.89e-09,2.15e-08
"2075","chrX",65058549,65058905,357,"*",3.54,4.5,-0.49,4.99,2.94e-09,2.19e-08
"2076","chr1",233217402,233217718,317,"*",4.16,5.03,1.62,3.41,2.98e-09,2.22e-08
"2077","chr2",137051556,137051971,416,"*",4.13,4.98,1.79,3.19,2.98e-09,2.22e-08
"2078","chr17",59877735,59878070,336,"*",5.47,6.21,3.84,2.37,2.98e-09,2.22e-08
"2079","chr3",72677194,72677607,414,"*",5.34,6.02,4.03,1.98,2.98e-09,2.22e-08
"2080","chr1",45770339,45770658,320,"*",4.23,5.05,2.16,2.89,2.99e-09,2.22e-08
"2081","chr17",17711093,17711416,324,"*",4.26,5.09,2.13,2.96,3e-09,2.23e-08
"2082","chr9",130502973,130503389,417,"*",4.63,5.43,2.65,2.78,3e-09,2.23e-08
"2083","chr1",217299198,217299501,304,"*",4.34,5.19,1.98,3.21,3e-09,2.23e-08
"2084","chr8",26059922,26060144,223,"*",3.89,4.77,1.27,3.5,3.01e-09,2.23e-08
"2085","chr2",162772960,162773240,281,"*",3.58,4.52,-0.04,4.56,3.02e-09,2.24e-08
"2086","chr12",93935582,93936141,560,"*",5.85,6.5,4.64,1.87,3.02e-09,2.24e-08
"2087","chr21",46570836,46571124,289,"*",4,4.86,1.5,3.36,3.03e-09,2.24e-08
"2088","chr20",34615162,34615439,278,"*",4.24,5.1,1.77,3.33,3.03e-09,2.25e-08
"2089","chr9",128276555,128276994,440,"*",4.53,5.4,2.07,3.33,3.04e-09,2.25e-08
"2090","chr1",207074606,207074857,252,"*",3.55,4.51,-0.49,4.99,3.1e-09,2.29e-08
"2091","chr2",73977856,73978098,243,"*",3.6,4.53,0.07,4.47,3.13e-09,2.31e-08
"2092","chr20",46430172,46430354,183,"*",4.15,5.05,1.27,3.79,3.14e-09,2.32e-08
"2093","chr5",141660634,141660907,274,"*",3.89,4.77,1.29,3.48,3.14e-09,2.32e-08
"2094","chr2",9308144,9308879,736,"*",5.79,6.43,4.59,1.84,3.15e-09,2.32e-08
"2095","chr5",71048265,71048584,320,"*",4.7,5.48,2.89,2.59,3.15e-09,2.32e-08
"2096","chr1",94374260,94374680,421,"*",5.17,5.86,3.8,2.06,3.2e-09,2.36e-08
"2097","chr2",97552162,97552425,264,"*",3.84,4.73,1.11,3.62,3.22e-09,2.37e-08
"2098","chr11",101206813,101207428,616,"*",6.28,7.17,3.5,3.67,3.22e-09,2.37e-08
"2099","chr17",43390768,43391021,254,"*",4.05,4.92,1.46,3.46,3.25e-09,2.39e-08
"2100","chr1",218610287,218610608,322,"*",4.23,5.09,1.82,3.27,3.29e-09,2.42e-08
"2101","chr13",75988173,75988523,351,"*",4.36,5.2,2.13,3.07,3.32e-09,2.44e-08
"2102","chr2",121892340,121892558,219,"*",3.78,4.68,0.8,3.88,3.32e-09,2.44e-08
"2103","chr11",63357642,63357906,265,"*",3.7,4.63,0.45,4.18,3.32e-09,2.44e-08
"2104","chr7",2378075,2378315,241,"*",4.2,5.07,1.68,3.39,3.36e-09,2.47e-08
"2105","chr9",137230119,137230415,297,"*",3.79,4.7,0.7,4,3.41e-09,2.5e-08
"2106","chr9",80204057,80204994,938,"*",5.88,6.47,4.85,1.62,3.42e-09,2.51e-08
"2107","chr13",82665090,82665446,357,"*",4.26,5.18,1.06,4.12,3.42e-09,2.51e-08
"2108","chr8",91705063,91705400,338,"*",4.6,5.46,2.17,3.29,3.42e-09,2.51e-08
"2109","chr1",67933986,67934245,260,"*",3.53,4.48,-0.49,4.97,3.43e-09,2.51e-08
"2110","chr8",125476784,125476997,214,"*",4.01,4.95,0.57,4.38,3.45e-09,2.52e-08
"2111","chr16",1877542,1877987,446,"*",4.12,5,1.54,3.46,3.46e-09,2.53e-08
"2112","chr3",190304410,190304723,314,"*",4.15,5.02,1.54,3.48,3.5e-09,2.56e-08
"2113","chr9",134609562,134609903,342,"*",4.13,4.98,1.8,3.18,3.51e-09,2.57e-08
"2114","chr21",41038738,41039227,490,"*",5.41,6.16,3.77,2.39,3.53e-09,2.58e-08
"2115","chr11",65185801,65186642,842,"*",6.78,7.27,6.04,1.23,3.54e-09,2.59e-08
"2116","chr1",245966363,245966627,265,"*",3.7,4.61,0.68,3.93,3.58e-09,2.61e-08
"2117","chr12",6344506,6344973,468,"*",5.31,6.01,3.93,2.08,3.62e-09,2.64e-08
"2118","chr2",204979670,204979941,272,"*",3.98,4.86,1.39,3.47,3.63e-09,2.65e-08
"2119","chr2",10981917,10982149,233,"*",3.57,4.53,-0.49,5.01,3.64e-09,2.66e-08
"2120","chr5",10460197,10460473,277,"*",3.64,4.57,0.3,4.27,3.65e-09,2.66e-08
"2121","chr17",20897491,20897830,340,"*",4.17,5.04,1.62,3.42,3.66e-09,2.67e-08
"2122","chr11",69080278,69080536,259,"*",3.64,4.56,0.3,4.26,3.68e-09,2.68e-08
"2123","chr11",123008130,123008416,287,"*",4.39,5.2,2.38,2.82,3.71e-09,2.7e-08
"2124","chr1",55106735,55107106,372,"*",3.95,4.85,1.01,3.84,3.71e-09,2.7e-08
"2125","chr8",143757392,143757804,413,"*",5.31,6,3.91,2.1,3.72e-09,2.7e-08
"2126","chr14",24901809,24902114,306,"*",4.49,5.29,2.6,2.69,3.72e-09,2.7e-08
"2127","chr20",43343263,43343616,354,"*",4.6,5.4,2.67,2.73,3.72e-09,2.7e-08
"2128","chr1",185614577,185615015,439,"*",4.41,5.21,2.51,2.7,3.79e-09,2.75e-08
"2129","chr18",26584125,26584344,220,"*",3.63,4.58,-0.25,4.82,3.83e-09,2.78e-08
"2130","chr11",85434057,85434426,370,"*",4.44,5.23,2.55,2.68,3.86e-09,2.8e-08
"2131","chr4",28151437,28151797,361,"*",4.56,5.39,2.33,3.06,3.86e-09,2.8e-08
"2132","chr20",30266363,30266731,369,"*",5.39,6.05,4.13,1.91,3.86e-09,2.8e-08
"2133","chr3",189176214,189176725,512,"*",6,6.59,4.97,1.62,3.88e-09,2.81e-08
"2134","chr3",98638323,98638586,264,"*",3.99,4.92,0.57,4.35,3.9e-09,2.83e-08
"2135","chr9",140067561,140068004,444,"*",4.88,5.64,3.16,2.48,3.95e-09,2.86e-08
"2136","chr6",135580208,135580466,259,"*",3.75,4.65,0.78,3.87,3.95e-09,2.86e-08
"2137","chr19",35804552,35804850,299,"*",3.93,4.8,1.37,3.43,3.99e-09,2.88e-08
"2138","chr2",130672167,130672415,249,"*",3.63,4.55,0.3,4.25,4e-09,2.89e-08
"2139","chr10",48332841,48333130,290,"*",4.08,4.93,1.69,3.24,4.01e-09,2.89e-08
"2140","chr1",15303810,15304076,267,"*",3.73,4.64,0.69,3.95,4.02e-09,2.9e-08
"2141","chr20",19562244,19562515,272,"*",4.03,4.91,1.38,3.53,4.03e-09,2.91e-08
"2142","chr2",121691320,121691570,251,"*",3.99,4.86,1.49,3.37,4.16e-09,3e-08
"2143","chr5",150594874,150595175,302,"*",4.53,5.33,2.6,2.73,4.18e-09,3.01e-08
"2144","chr12",111430818,111431128,311,"*",4.37,5.19,2.31,2.88,4.28e-09,3.09e-08
"2145","chr3",57063700,57063967,268,"*",4.28,5.1,2.19,2.92,4.32e-09,3.11e-08
"2146","chr1",24327798,24328061,264,"*",3.54,4.49,-0.25,4.73,4.37e-09,3.15e-08
"2147","chr5",14256972,14257432,461,"*",4.94,5.68,3.3,2.39,4.42e-09,3.18e-08
"2148","chr14",95951745,95951926,182,"*",3.58,4.51,0.14,4.37,4.47e-09,3.21e-08
"2149","chr10",132897207,132897584,378,"*",4.21,5.06,1.92,3.14,4.52e-09,3.25e-08
"2150","chr9",102173428,102173703,276,"*",4.49,5.29,2.56,2.73,4.57e-09,3.29e-08
"2151","chr21",43771122,43771362,241,"*",3.59,4.51,0.39,4.12,4.6e-09,3.31e-08
"2152","chr2",134826138,134826413,276,"*",4.8,5.58,2.93,2.65,4.61e-09,3.31e-08
"2153","chr5",151668390,151668778,389,"*",4.44,5.26,2.4,2.86,4.61e-09,3.31e-08
"2154","chr2",139039677,139039982,306,"*",4.11,4.99,1.47,3.52,4.62e-09,3.31e-08
"2155","chr22",39867598,39867893,296,"*",3.66,4.58,0.45,4.13,4.62e-09,3.31e-08
"2156","chr4",105829205,105829482,278,"*",4.17,5.05,1.5,3.55,4.65e-09,3.33e-08
"2157","chr11",94564057,94564422,366,"*",4.45,5.33,1.76,3.57,4.65e-09,3.33e-08
"2158","chr5",55964887,55965221,335,"*",4.18,5,2.01,3,4.65e-09,3.33e-08
"2159","chr5",154135746,154136021,276,"*",4.52,5.35,2.31,3.05,4.67e-09,3.34e-08
"2160","chr1",6682739,6683051,313,"*",3.84,4.72,1.22,3.5,4.67e-09,3.34e-08
"2161","chr17",48733159,48733390,232,"*",3.53,4.47,-0.04,4.51,4.68e-09,3.35e-08
"2162","chr11",9111199,9111458,260,"*",3.54,4.48,-0.04,4.52,4.69e-09,3.35e-08
"2163","chr10",73628054,73628341,288,"*",4.08,4.94,1.65,3.29,4.73e-09,3.38e-08
"2164","chr2",10913939,10914402,464,"*",3.66,4.58,0.45,4.13,4.73e-09,3.38e-08
"2165","chr9",4507673,4508186,514,"*",5.27,5.98,3.8,2.18,4.74e-09,3.38e-08
"2166","chr1",96525278,96525697,420,"*",4.29,5.16,1.8,3.35,4.75e-09,3.39e-08
"2167","chr5",132621461,132621855,395,"*",4.46,5.27,2.46,2.8,4.79e-09,3.42e-08
"2168","chr20",61382698,61382981,284,"*",4.57,5.39,2.46,2.94,4.81e-09,3.43e-08
"2169","chr10",114070297,114070643,347,"*",3.57,4.5,0.29,4.21,4.82e-09,3.43e-08
"2170","chr9",20478454,20478815,362,"*",3.78,4.72,0.13,4.6,4.82e-09,3.43e-08
"2171","chr4",100299816,100300103,288,"*",3.61,4.53,0.44,4.1,4.83e-09,3.43e-08
"2172","chr3",133147471,133147765,295,"*",4.14,4.99,1.8,3.19,4.85e-09,3.45e-08
"2173","chr13",111505666,111505934,269,"*",3.64,4.56,0.44,4.12,4.88e-09,3.47e-08
"2174","chr13",114082220,114082619,400,"*",4.26,5.09,2.15,2.93,4.89e-09,3.47e-08
"2175","chr20",58885703,58885906,204,"*",3.65,4.56,0.57,3.99,4.91e-09,3.49e-08
"2176","chr13",34226016,34226368,353,"*",3.85,4.76,0.81,3.95,4.91e-09,3.49e-08
"2177","chr7",135621390,135621796,407,"*",4.67,5.51,2.41,3.1,4.94e-09,3.51e-08
"2178","chr20",61266687,61266895,209,"*",3.64,4.55,0.46,4.09,4.97e-09,3.53e-08
"2179","chr12",96801427,96801671,245,"*",3.58,4.5,0.37,4.12,5.12e-09,3.63e-08
"2180","chr1",16061349,16061683,335,"*",3.63,4.56,0.3,4.26,5.14e-09,3.64e-08
"2181","chrX",133792395,133792863,469,"*",3.91,4.79,1.21,3.58,5.15e-09,3.65e-08
"2182","chr8",145022334,145022910,577,"*",5.23,5.92,3.88,2.05,5.24e-09,3.71e-08
"2183","chr10",58543414,58543639,226,"*",3.59,4.54,-0.49,5.03,5.24e-09,3.71e-08
"2184","chr14",93499422,93499727,306,"*",4.8,5.56,3.09,2.48,5.26e-09,3.72e-08
"2185","chr6",54881169,54881478,310,"*",3.81,4.73,0.58,4.15,5.29e-09,3.74e-08
"2186","chr6",7494129,7494435,307,"*",3.66,4.56,0.71,3.85,5.41e-09,3.82e-08
"2187","chr1",172599933,172600263,331,"*",4.79,5.54,3.17,2.37,5.42e-09,3.83e-08
"2188","chr6",20200918,20201339,422,"*",5.33,5.99,4.07,1.92,5.44e-09,3.84e-08
"2189","chr20",49057249,49057612,364,"*",4.82,5.6,2.96,2.64,5.45e-09,3.85e-08
"2190","chr8",122177445,122177911,467,"*",5.33,6.04,3.89,2.15,5.47e-09,3.86e-08
"2191","chr1",221842983,221843241,259,"*",3.94,4.83,1.23,3.6,5.52e-09,3.89e-08
"2192","chr5",2779637,2779906,270,"*",3.88,4.76,1.32,3.44,5.54e-09,3.9e-08
"2193","chr20",23482563,23482795,233,"*",3.56,4.49,0.14,4.34,5.55e-09,3.91e-08
"2194","chr7",100285657,100285887,231,"*",4.05,4.92,1.53,3.39,5.59e-09,3.93e-08
"2195","chr9",4756148,4756409,262,"*",4.23,5.06,2,3.06,5.6e-09,3.94e-08
"2196","chr14",93448272,93448519,248,"*",3.49,4.45,-0.49,4.93,5.6e-09,3.94e-08
"2197","chr3",42896944,42897219,276,"*",3.59,4.53,-0.04,4.56,5.62e-09,3.95e-08
"2198","chr3",11809545,11809798,254,"*",4.29,5.14,2,3.14,5.62e-09,3.95e-08
"2199","chr21",16816574,16816922,349,"*",4.6,5.39,2.7,2.68,5.75e-09,4.04e-08
"2200","chr12",32339998,32340597,600,"*",5.55,6.21,4.32,1.89,5.84e-09,4.1e-08
"2201","chr15",92115237,92115682,446,"*",5.44,6.1,4.22,1.88,5.89e-09,4.13e-08
"2202","chr6",83799928,83800239,312,"*",4.81,5.62,2.8,2.82,5.92e-09,4.16e-08
"2203","chr7",2464980,2465339,360,"*",4.51,5.3,2.64,2.66,5.94e-09,4.16e-08
"2204","chr14",74613781,74614006,226,"*",3.48,4.43,-0.49,4.92,6.03e-09,4.23e-08
"2205","chr1",177759793,177760030,238,"*",3.58,4.5,0.39,4.11,6.08e-09,4.26e-08
"2206","chr20",39267103,39267518,416,"*",4.22,5.04,2.17,2.87,6.13e-09,4.29e-08
"2207","chrX",9975233,9975457,225,"*",3.59,4.52,0.3,4.21,6.14e-09,4.29e-08
"2208","chr3",186490464,186490835,372,"*",5.43,6.08,4.21,1.86,6.2e-09,4.34e-08
"2209","chr1",27274663,27275026,364,"*",3.78,4.67,1,3.68,6.25e-09,4.37e-08
"2210","chr8",143333295,143333535,241,"*",3.53,4.46,0.13,4.33,6.26e-09,4.38e-08
"2211","chr6",34520963,34521218,256,"*",4,4.85,1.63,3.22,6.31e-09,4.41e-08
"2212","chr13",23539527,23539753,227,"*",3.47,4.42,-0.49,4.91,6.31e-09,4.41e-08
"2213","chr9",93697592,93697752,161,"*",3.47,4.42,-0.49,4.91,6.32e-09,4.41e-08
"2214","chr5",102744870,102745305,436,"*",5.59,6.32,4.05,2.27,6.36e-09,4.44e-08
"2215","chr9",140089897,140090367,471,"*",4.88,5.61,3.33,2.28,6.41e-09,4.47e-08
"2216","chr8",134439037,134439250,214,"*",4.26,5.13,1.77,3.35,6.45e-09,4.5e-08
"2217","chr2",160003877,160004194,318,"*",3.54,4.47,0.14,4.33,6.48e-09,4.51e-08
"2218","chr8",143439888,143440125,238,"*",3.67,4.59,0.45,4.15,6.5e-09,4.53e-08
"2219","chrX",13047480,13047832,353,"*",4.93,5.66,3.37,2.29,6.53e-09,4.54e-08
"2220","chr5",36732376,36732619,244,"*",3.9,4.77,1.37,3.4,6.55e-09,4.56e-08
"2221","chr3",53057055,53057321,267,"*",3.92,4.81,1.21,3.6,6.56e-09,4.56e-08
"2222","chr12",124964697,124965083,387,"*",4.32,5.21,1.55,3.66,6.58e-09,4.57e-08
"2223","chr10",82050576,82051161,586,"*",4.8,5.65,2.49,3.16,6.63e-09,4.61e-08
"2224","chr1",230886368,230886644,277,"*",3.89,4.78,1.15,3.63,6.69e-09,4.65e-08
"2225","chr12",52609421,52609879,459,"*",5.9,6.5,4.86,1.64,6.75e-09,4.69e-08
"2226","chr3",124491143,124491412,270,"*",3.58,4.49,0.46,4.03,6.84e-09,4.75e-08
"2227","chr2",164713277,164713611,335,"*",4.18,5.07,1.38,3.69,6.86e-09,4.76e-08
"2228","chr21",43135923,43136420,498,"*",5,5.75,3.35,2.4,6.91e-09,4.79e-08
"2229","chr6",35750266,35750515,250,"*",3.95,4.85,1.1,3.75,6.93e-09,4.8e-08
"2230","chr12",125077041,125077297,257,"*",3.93,4.79,1.5,3.28,7.01e-09,4.86e-08
"2231","chr15",85168701,85168894,194,"*",3.46,4.41,-0.49,4.9,7.01e-09,4.86e-08
"2232","chr9",93242041,93242342,302,"*",4.93,5.71,3.13,2.57,7.02e-09,4.86e-08
"2233","chr2",142266733,142267055,323,"*",3.86,4.75,1.09,3.66,7.1e-09,4.91e-08
"2234","chr9",13094354,13094629,276,"*",4.41,5.26,2.11,3.15,7.11e-09,4.92e-08
"2235","chr16",2035493,2035841,349,"*",4.23,5.03,2.22,2.82,7.12e-09,4.92e-08
"2236","chr12",64475050,64475326,277,"*",4.67,5.48,2.62,2.87,7.18e-09,4.96e-08
"2237","chr8",110587663,110587954,292,"*",3.88,4.76,1.2,3.56,7.25e-09,5.01e-08
"2238","chr22",32975923,32976253,331,"*",3.58,4.51,0.3,4.2,7.29e-09,5.03e-08
"2239","chr1",211287025,211287302,278,"*",3.82,4.7,1.14,3.56,7.36e-09,5.08e-08
"2240","chr10",112867660,112867907,248,"*",3.89,4.77,1.3,3.46,7.36e-09,5.08e-08
"2241","chr9",116982502,116982757,256,"*",3.85,4.73,1.17,3.56,7.38e-09,5.09e-08
"2242","chr9",20634341,20634666,326,"*",4.67,5.47,2.76,2.7,7.5e-09,5.17e-08
"2243","chr2",45980577,45980877,301,"*",4.59,5.35,2.86,2.49,7.5e-09,5.17e-08
"2244","chr12",31926380,31926700,321,"*",4.61,5.4,2.69,2.71,7.54e-09,5.19e-08
"2245","chr1",203100950,203101160,211,"*",3.6,4.53,0.3,4.22,7.74e-09,5.33e-08
"2246","chr6",168791418,168791709,292,"*",4.1,4.93,1.92,3.01,7.75e-09,5.33e-08
"2247","chr12",98095677,98096032,356,"*",5.42,6.1,4.1,2,7.79e-09,5.36e-08
"2248","chr15",56175520,56175870,351,"*",4.04,4.91,1.52,3.39,7.86e-09,5.41e-08
"2249","chrX",86084559,86084799,241,"*",3.74,4.64,0.79,3.85,7.88e-09,5.41e-08
"2250","chr21",46323247,46323493,247,"*",4.16,5,1.96,3.04,7.95e-09,5.46e-08
"2251","chr1",191396713,191397183,471,"*",6.16,6.81,4.94,1.87,7.97e-09,5.47e-08
"2252","chr12",132347769,132348153,385,"*",3.71,4.62,0.58,4.04,8.06e-09,5.53e-08
"2253","chr19",42278338,42278839,502,"*",5.52,6.16,4.32,1.85,8.08e-09,5.54e-08
"2254","chr7",43848083,43848553,471,"*",5.47,6.11,4.28,1.82,8.19e-09,5.61e-08
"2255","chr16",85558548,85559064,517,"*",4.73,5.51,2.86,2.66,8.23e-09,5.64e-08
"2256","chr5",133434256,133434553,298,"*",3.7,4.58,0.98,3.6,8.3e-09,5.69e-08
"2257","chr1",27165272,27165531,260,"*",3.52,4.45,0.14,4.31,8.31e-09,5.69e-08
"2258","chr5",77053463,77053722,260,"*",3.83,4.71,1.09,3.63,8.42e-09,5.76e-08
"2259","chr15",93187437,93188131,695,"*",5.83,6.43,4.79,1.63,8.45e-09,5.78e-08
"2260","chr16",75063559,75064118,560,"*",6.35,6.89,5.47,1.42,8.46e-09,5.78e-08
"2261","chr21",43810921,43811139,219,"*",3.67,4.58,0.58,4,8.5e-09,5.81e-08
"2262","chr10",28971105,28971569,465,"*",5.06,5.76,3.63,2.13,8.51e-09,5.81e-08
"2263","chr16",8772964,8773500,537,"*",5.99,6.56,5.02,1.54,8.51e-09,5.81e-08
"2264","chr6",91379585,91379912,328,"*",4.46,5.29,2.29,3,8.65e-09,5.9e-08
"2265","chr1",156716631,156716987,357,"*",4.28,5.1,2.25,2.85,8.68e-09,5.92e-08
"2266","chr4",5588510,5588726,217,"*",3.45,4.4,-0.25,4.64,8.69e-09,5.93e-08
"2267","chr3",156104891,156105202,312,"*",3.88,4.75,1.32,3.43,8.77e-09,5.98e-08
"2268","chr20",55340362,55340549,188,"*",3.53,4.46,0.14,4.31,8.8e-09,5.99e-08
"2269","chr20",42810675,42811145,471,"*",5.19,5.88,3.82,2.06,8.87e-09,6.04e-08
"2270","chr15",22908376,22908703,328,"*",4.62,5.39,2.91,2.48,8.9e-09,6.06e-08
"2271","chr18",42939377,42939854,478,"*",4.53,5.31,2.69,2.62,8.91e-09,6.06e-08
"2272","chr4",169598311,169598577,267,"*",4.06,4.93,1.45,3.48,8.97e-09,6.1e-08
"2273","chr2",75124970,75125503,534,"*",5.79,6.46,4.49,1.98,9.04e-09,6.14e-08
"2274","chr11",67785889,67786245,357,"*",4.85,5.58,3.33,2.25,9.1e-09,6.18e-08
"2275","chr17",70630857,70631200,344,"*",4.24,5.04,2.3,2.75,9.1e-09,6.18e-08
"2276","chr4",57343473,57343686,214,"*",3.58,4.49,0.52,3.97,9.16e-09,6.21e-08
"2277","chr6",36584615,36585338,724,"*",6.52,7.06,5.65,1.41,9.18e-09,6.23e-08
"2278","chr4",28315596,28316325,730,"*",6.37,6.98,5.28,1.7,9.2e-09,6.24e-08
"2279","chr17",61027460,61027836,377,"*",5.21,5.89,3.86,2.03,9.47e-09,6.42e-08
"2280","chr22",45927030,45927318,289,"*",3.94,4.81,1.33,3.48,9.47e-09,6.42e-08
"2281","chr1",117034897,117035105,209,"*",3.44,4.39,-0.49,4.88,9.57e-09,6.48e-08
"2282","chr17",9574704,9574961,258,"*",4.51,5.29,2.67,2.62,9.59e-09,6.49e-08
"2283","chr4",176340241,176341011,771,"*",5.63,6.38,3.96,2.42,9.6e-09,6.49e-08
"2284","chr14",90970040,90970362,323,"*",4.49,5.33,2.29,3.04,9.68e-09,6.55e-08
"2285","chr1",228233532,228233927,396,"*",3.83,4.71,1.25,3.46,9.69e-09,6.55e-08
"2286","chr1",241980474,241980838,365,"*",4.74,5.56,2.62,2.95,9.69e-09,6.55e-08
"2287","chr3",14712411,14712689,279,"*",4.2,5.02,2.11,2.91,9.69e-09,6.55e-08
"2288","chr9",87605015,87605372,358,"*",4.79,5.62,2.56,3.07,9.7e-09,6.55e-08
"2289","chr22",29877708,29878057,350,"*",4.85,5.57,3.33,2.24,9.72e-09,6.56e-08
"2290","chr4",782723,783078,356,"*",4.5,5.28,2.72,2.56,9.84e-09,6.64e-08
"2291","chr7",80571460,80571847,388,"*",4.07,4.95,1.41,3.54,9.86e-09,6.65e-08
"2292","chr1",187269319,187269582,264,"*",3.82,4.73,0.82,3.91,9.88e-09,6.66e-08
"2293","chr15",100748567,100748903,337,"*",3.61,4.52,0.45,4.07,9.94e-09,6.7e-08
"2294","chr20",25036773,25037037,265,"*",4.03,4.92,1.27,3.66,9.96e-09,6.71e-08
"2295","chr7",17595922,17596161,240,"*",3.7,4.59,0.9,3.7,1.01e-08,6.8e-08
"2296","chr1",187665110,187665328,219,"*",3.45,4.4,-0.49,4.89,1.01e-08,6.81e-08
"2297","chr16",29616103,29616371,269,"*",3.71,4.62,0.7,3.92,1.01e-08,6.82e-08
"2298","chr1",157998609,157998959,351,"*",3.87,4.76,1.09,3.66,1.02e-08,6.84e-08
"2299","chr17",71546167,71546419,253,"*",3.57,4.48,0.44,4.05,1.02e-08,6.88e-08
"2300","chr20",47088916,47089181,266,"*",4.27,5.16,1.55,3.61,1.03e-08,6.92e-08
"2301","chr16",88828278,88828720,443,"*",5.18,5.85,3.88,1.97,1.04e-08,7.01e-08
"2302","chr9",132168651,132169063,413,"*",5.07,5.76,3.69,2.07,1.05e-08,7.01e-08
"2303","chr16",14206404,14206644,241,"*",4.13,4.99,1.77,3.22,1.05e-08,7.01e-08
"2304","chr2",222669891,222670192,302,"*",4.17,5,1.96,3.04,1.05e-08,7.07e-08
"2305","chr11",71506871,71507219,349,"*",3.76,4.65,0.91,3.74,1.07e-08,7.17e-08
"2306","chr12",132348292,132348557,266,"*",3.51,4.44,0.14,4.3,1.07e-08,7.19e-08
"2307","chr16",27375073,27375681,609,"*",5.92,6.54,4.82,1.72,1.07e-08,7.19e-08
"2308","chr1",200858228,200858417,190,"*",3.67,4.58,0.58,4,1.08e-08,7.24e-08
"2309","chr1",15352054,15352355,302,"*",4.03,4.89,1.65,3.23,1.09e-08,7.3e-08
"2310","chr2",232572435,232572972,538,"*",5,5.71,3.5,2.21,1.09e-08,7.3e-08
"2311","chr5",1573990,1574432,443,"*",3.42,4.37,-0.49,4.86,1.1e-08,7.33e-08
"2312","chr22",47138773,47139418,646,"*",5.19,5.87,3.87,2,1.1e-08,7.33e-08
"2313","chr4",93063425,93063733,309,"*",4.19,5.07,1.52,3.55,1.1e-08,7.36e-08
"2314","chrX",9778158,9778554,397,"*",4.61,5.41,2.7,2.71,1.11e-08,7.4e-08
"2315","chr17",13224934,13225257,324,"*",3.5,4.46,-0.49,4.95,1.12e-08,7.45e-08
"2316","chr3",183563449,183563897,449,"*",5.55,6.22,4.29,1.93,1.13e-08,7.51e-08
"2317","chr7",20260534,20260850,317,"*",3.88,4.79,0.76,4.03,1.13e-08,7.51e-08
"2318","chr5",134818086,134818463,378,"*",3.43,4.38,-0.49,4.87,1.13e-08,7.55e-08
"2319","chr9",117748234,117748540,307,"*",4.55,5.32,2.76,2.55,1.13e-08,7.56e-08
"2320","chr18",64490791,64491055,265,"*",3.64,4.56,0.44,4.13,1.14e-08,7.57e-08
"2321","chr10",54003045,54003257,213,"*",3.5,4.46,-0.49,4.94,1.14e-08,7.58e-08
"2322","chr6",20694036,20694278,243,"*",3.5,4.42,0.14,4.28,1.14e-08,7.58e-08
"2323","chr18",11983642,11983955,314,"*",4.76,5.52,3.06,2.46,1.14e-08,7.58e-08
"2324","chr17",48385065,48385418,354,"*",4.2,5.02,2.1,2.92,1.14e-08,7.59e-08
"2325","chr8",100917222,100917542,321,"*",4.38,5.22,2.08,3.14,1.15e-08,7.64e-08
"2326","chr22",34261178,34261586,409,"*",4.05,4.89,1.78,3.11,1.15e-08,7.66e-08
"2327","chr17",55420259,55420668,410,"*",5.37,6.08,3.92,2.16,1.15e-08,7.66e-08
"2328","chr14",44259917,44260160,244,"*",3.94,4.82,1.33,3.48,1.15e-08,7.66e-08
"2329","chr3",58087724,58088068,345,"*",4.57,5.32,2.91,2.41,1.16e-08,7.7e-08
"2330","chr17",26200689,26201111,423,"*",5.42,6.11,4.04,2.08,1.16e-08,7.7e-08
