"","seqnames","start","end","width","strand","Conc","Conc_Fulvestrant","Conc_none","Fold","p.value","FDR"
"1069","chrX",118443821,118444204,384,"*",3.44,-0.17,4.38,-4.55,6.35e-14,3.92e-13
"1070","chr12",54219048,54219611,564,"*",5.13,3.75,5.83,-2.08,6.39e-14,3.94e-13
"1071","chr8",96237613,96237994,382,"*",3.68,1.08,4.55,-3.48,6.46e-14,3.98e-13
"1072","chr16",80057915,80058265,351,"*",4.56,3.07,5.28,-2.21,6.67e-14,4.1e-13
"1073","chr22",37593690,37594153,464,"*",3.83,1.42,4.69,-3.27,6.79e-14,4.17e-13
"1074","chr9",93720537,93721003,467,"*",3.77,1.62,4.59,-2.98,6.82e-14,4.19e-13
"1075","chr1",215598516,215598843,328,"*",3.47,0.3,4.39,-4.09,6.87e-14,4.21e-13
"1076","chr2",20574696,20574998,303,"*",3.45,0.49,4.35,-3.86,6.98e-14,4.28e-13
"1077","chr18",20837723,20838144,422,"*",4.49,2.88,5.23,-2.35,6.98e-14,4.28e-13
"1078","chr16",48269609,48270008,400,"*",3.44,0.21,4.37,-4.15,7.01e-14,4.29e-13
"1079","chr6",39234583,39234949,367,"*",4.23,2.63,4.97,-2.34,7.09e-14,4.34e-13
"1080","chr4",159726693,159727104,412,"*",3.96,2.01,4.76,-2.75,7.15e-14,4.36e-13
"1081","chr18",1905770,1906093,324,"*",3.41,0.1,4.34,-4.24,7.22e-14,4.4e-13
"1082","chr5",70976150,70976557,408,"*",3.56,0.98,4.43,-3.45,7.43e-14,4.53e-13
"1083","chr14",62020466,62020874,409,"*",3.91,1.93,4.72,-2.79,7.47e-14,4.55e-13
"1084","chr9",127033003,127033332,330,"*",3.48,0.59,4.38,-3.79,7.56e-14,4.6e-13
"1085","chr7",56032462,56032881,420,"*",3.47,0.65,4.37,-3.71,7.57e-14,4.6e-13
"1086","chr8",145040804,145041186,383,"*",3.77,1.43,4.62,-3.19,7.91e-14,4.81e-13
"1087","chr20",46018817,46019104,288,"*",4.42,2.67,5.19,-2.52,7.93e-14,4.81e-13
"1088","chr9",138285391,138285858,468,"*",3.86,1.82,4.68,-2.86,8.02e-14,4.86e-13
"1089","chr16",67628658,67629005,348,"*",3.46,-0.17,4.4,-4.57,8.07e-14,4.89e-13
"1090","chr18",3689000,3689593,594,"*",4.41,2.93,5.12,-2.19,8.47e-14,5.12e-13
"1091","chr14",62180706,62181126,421,"*",4.66,3.27,5.36,-2.09,8.57e-14,5.18e-13
"1092","chr4",112881325,112881706,382,"*",4.23,2.66,4.96,-2.31,8.65e-14,5.23e-13
"1093","chr5",72926229,72926615,387,"*",3.71,1.48,4.55,-3.06,8.67e-14,5.23e-13
"1094","chr4",186558380,186559055,676,"*",4.51,2.91,5.25,-2.34,8.82e-14,5.32e-13
"1095","chr16",68036352,68037009,658,"*",4.1,2.45,4.85,-2.4,8.92e-14,5.37e-13
"1096","chr19",39620973,39621387,415,"*",3.95,1.99,4.76,-2.77,8.95e-14,5.39e-13
"1097","chr11",69294718,69295037,320,"*",3.45,0.45,4.36,-3.91,9.21e-14,5.54e-13
"1098","chr14",26193548,26193924,377,"*",3.43,-0.2,4.37,-4.57,9.57e-14,5.75e-13
"1099","chr8",144464859,144465181,323,"*",3.54,0.72,4.44,-3.72,9.64e-14,5.78e-13
"1100","chr2",212299914,212300334,421,"*",3.42,0.42,4.33,-3.91,9.89e-14,5.93e-13
"1101","chr6",12288490,12288817,328,"*",3.55,0.82,4.44,-3.62,1e-13,6.01e-13
"1102","chr13",78179282,78179615,334,"*",3.45,0.22,4.37,-4.15,1e-13,6.01e-13
"1103","chr2",100908514,100908924,411,"*",4.08,2.34,4.85,-2.51,1.01e-13,6.01e-13
"1104","chr15",52948634,52948917,284,"*",3.42,0.45,4.33,-3.88,1.01e-13,6.03e-13
"1105","chr5",132585044,132585645,602,"*",4.73,3.27,5.44,-2.17,1.02e-13,6.1e-13
"1106","chr6",68002139,68002622,484,"*",4,2.22,4.77,-2.54,1.03e-13,6.14e-13
"1107","chr3",171860067,171860431,365,"*",3.63,1.15,4.5,-3.34,1.03e-13,6.16e-13
"1108","chr5",77157355,77157799,445,"*",4.25,2.55,5,-2.45,1.1e-13,6.57e-13
"1109","chr1",71381041,71381386,346,"*",3.45,-0.36,4.39,-4.75,1.11e-13,6.57e-13
"1110","chr7",105575724,105576146,423,"*",3.89,1.99,4.68,-2.69,1.11e-13,6.57e-13
"1111","chr20",52341672,52342079,408,"*",6.01,4.88,6.64,-1.76,1.13e-13,6.71e-13
"1112","chr6",39237700,39238088,389,"*",5.33,4.16,5.96,-1.8,1.13e-13,6.72e-13
"1113","chr22",30450617,30451083,467,"*",4.65,3.35,5.33,-1.98,1.13e-13,6.72e-13
"1114","chr3",73748541,73748892,352,"*",3.94,2.2,4.7,-2.5,1.14e-13,6.77e-13
"1115","chr7",92237913,92238261,349,"*",4.33,2.86,5.04,-2.18,1.15e-13,6.8e-13
"1116","chr14",99673788,99674246,459,"*",4.14,2.43,4.9,-2.47,1.17e-13,6.9e-13
"1117","chr6",123013130,123013473,344,"*",3.42,-0.05,4.36,-4.41,1.18e-13,6.97e-13
"1118","chr3",160818688,160819059,372,"*",4.25,2.69,4.99,-2.3,1.21e-13,7.14e-13
"1119","chr9",97752158,97752609,452,"*",3.56,1.1,4.42,-3.32,1.24e-13,7.31e-13
"1120","chr2",101741349,101741799,451,"*",3.77,1.59,4.6,-3.02,1.26e-13,7.44e-13
"1121","chrX",100705089,100705506,418,"*",3.41,0.24,4.33,-4.09,1.28e-13,7.53e-13
"1122","chr1",187005512,187005854,343,"*",3.44,0.44,4.35,-3.91,1.28e-13,7.53e-13
"1123","chr13",34216763,34217273,511,"*",5.7,4.73,6.28,-1.55,1.3e-13,7.61e-13
"1124","chr13",28074822,28075174,353,"*",3.41,-0.18,4.35,-4.53,1.31e-13,7.67e-13
"1125","chr7",115957227,115957628,402,"*",3.71,1.71,4.52,-2.82,1.31e-13,7.68e-13
"1126","chr2",65202432,65202866,435,"*",3.93,2.08,4.71,-2.63,1.32e-13,7.72e-13
"1127","chr16",70425313,70425636,324,"*",3.43,-0.36,4.38,-4.74,1.33e-13,7.79e-13
"1128","chr6",15065784,15066222,439,"*",3.9,2.04,4.68,-2.64,1.35e-13,7.9e-13
"1129","chr2",142266479,142267061,583,"*",3.78,1.42,4.63,-3.22,1.36e-13,7.93e-13
"1130","chr10",114055855,114056330,476,"*",3.68,1.27,4.54,-3.26,1.39e-13,8.11e-13
"1131","chr19",42278338,42278795,458,"*",4.12,2.34,4.89,-2.55,1.42e-13,8.26e-13
"1132","chr14",43488856,43489280,425,"*",3.5,0.8,4.39,-3.59,1.43e-13,8.33e-13
"1133","chr1",114519249,114519598,350,"*",4.83,3.42,5.53,-2.1,1.44e-13,8.36e-13
"1134","chr11",75503053,75503459,407,"*",3.77,1.66,4.6,-2.93,1.44e-13,8.38e-13
"1135","chr5",122491071,122491581,511,"*",3.72,1.78,4.52,-2.74,1.45e-13,8.45e-13
"1136","chrX",16680415,16680971,557,"*",5.48,4.45,6.08,-1.63,1.5e-13,8.72e-13
"1137","chr8",29437317,29437675,359,"*",3.43,0.4,4.34,-3.93,1.52e-13,8.8e-13
"1138","chr15",87407246,87407571,326,"*",3.5,-0.54,4.45,-4.99,1.52e-13,8.8e-13
"1139","chr8",80996412,80996771,360,"*",3.68,1.1,4.55,-3.45,1.52e-13,8.8e-13
"1140","chr2",218252591,218253180,590,"*",5.5,4.35,6.13,-1.78,1.54e-13,8.91e-13
"1141","chr16",75063694,75064170,477,"*",5.36,4.32,5.96,-1.64,1.55e-13,8.94e-13
"1142","chr1",32308485,32308864,380,"*",3.96,2.09,4.75,-2.66,1.57e-13,9.05e-13
"1143","chr5",20087429,20087840,412,"*",3.77,1.77,4.58,-2.81,1.58e-13,9.11e-13
"1144","chr18",49018012,49018374,363,"*",3.42,0.24,4.34,-4.1,1.58e-13,9.12e-13
"1145","chr14",99369813,99370158,346,"*",3.84,1.89,4.64,-2.76,1.59e-13,9.18e-13
"1146","chr10",80737561,80737935,375,"*",3.41,-0.18,4.35,-4.54,1.67e-13,9.62e-13
"1147","chr5",56059772,56060290,519,"*",3.43,0.44,4.33,-3.89,1.67e-13,9.62e-13
"1148","chr11",38993530,38993922,393,"*",4.07,2.38,4.83,-2.45,1.71e-13,9.8e-13
"1149","chr10",134385544,134385960,417,"*",3.72,1.37,4.58,-3.2,1.75e-13,1e-12
"1150","chr15",63124409,63125001,593,"*",5.21,4.04,5.84,-1.81,1.76e-13,1.01e-12
"1151","chr12",91818210,91818628,419,"*",4.08,2.29,4.85,-2.56,1.78e-13,1.02e-12
"1152","chr7",34530634,34531037,404,"*",3.5,-0.54,4.45,-5,1.79e-13,1.02e-12
"1153","chr14",48088613,48088924,312,"*",3.41,-0.05,4.34,-4.39,1.82e-13,1.04e-12
"1154","chr4",75340701,75341136,436,"*",3.44,-0.54,4.39,-4.93,1.88e-13,1.07e-12
"1155","chr2",161606975,161607290,316,"*",3.41,-0.05,4.34,-4.39,1.88e-13,1.08e-12
"1156","chr12",64475018,64475345,328,"*",3.44,-0.54,4.39,-4.94,1.92e-13,1.1e-12
"1157","chr17",60882126,60882516,391,"*",4.81,3.5,5.49,-1.98,1.98e-13,1.13e-12
"1158","chr4",104699835,104700161,327,"*",3.47,-0.54,4.42,-4.96,2.01e-13,1.14e-12
"1159","chr10",482058,482501,444,"*",4.7,3.22,5.41,-2.19,2.12e-13,1.21e-12
"1160","chr11",76483553,76484008,456,"*",4.65,3.2,5.35,-2.15,2.12e-13,1.21e-12
"1161","chr5",35476940,35477384,445,"*",3.35,0.09,4.28,-4.18,2.14e-13,1.22e-12
"1162","chr9",137248646,137249162,517,"*",3.61,1.1,4.48,-3.38,2.17e-13,1.23e-12
"1163","chr20",53072999,53073402,404,"*",5.59,4.57,6.18,-1.61,2.19e-13,1.24e-12
"1164","chr8",96236225,96236523,299,"*",3.41,0.59,4.3,-3.71,2.21e-13,1.25e-12
"1165","chr1",112015806,112016290,485,"*",3.9,2.11,4.67,-2.57,2.26e-13,1.28e-12
"1166","chr4",103325883,103326377,495,"*",3.49,0.94,4.36,-3.41,2.32e-13,1.31e-12
"1167","chr17",3635500,3635886,387,"*",3.42,0.61,4.31,-3.7,2.32e-13,1.31e-12
"1168","chr21",38936857,38937432,576,"*",4.11,2.33,4.88,-2.55,2.33e-13,1.31e-12
"1169","chr9",129405171,129405644,474,"*",5.64,4.42,6.3,-1.88,2.34e-13,1.32e-12
"1170","chr4",141171327,141171681,355,"*",3.45,-0.36,4.4,-4.76,2.37e-13,1.34e-12
"1171","chr8",98278514,98279022,509,"*",3.99,2.27,4.76,-2.49,2.47e-13,1.39e-12
"1172","chr9",77715962,77716430,469,"*",4.79,3.37,5.49,-2.12,2.51e-13,1.41e-12
"1173","chr10",116106013,116106398,386,"*",3.48,0.59,4.38,-3.8,2.52e-13,1.41e-12
"1174","chr16",23386238,23386562,325,"*",3.55,0.97,4.42,-3.45,2.55e-13,1.43e-12
"1175","chr3",170979708,170980197,490,"*",4.17,2.54,4.92,-2.38,2.56e-13,1.44e-12
"1176","chr8",95049575,95050056,482,"*",4.06,2.35,4.82,-2.47,2.59e-13,1.45e-12
"1177","chr14",41285631,41286002,372,"*",3.36,0.34,4.27,-3.93,2.73e-13,1.53e-12
"1178","chr17",49021679,49022306,628,"*",6,4.77,6.65,-1.89,2.78e-13,1.55e-12
"1179","chr12",9284718,9285190,473,"*",4.4,2.79,5.14,-2.35,2.79e-13,1.56e-12
"1180","chr21",22401399,22401817,419,"*",3.64,1.44,4.47,-3.02,2.8e-13,1.56e-12
"1181","chr17",66432336,66432644,309,"*",3.36,-0.18,4.3,-4.48,2.86e-13,1.6e-12
"1182","chr19",16114408,16114723,316,"*",3.47,-0.54,4.43,-4.97,2.92e-13,1.63e-12
"1183","chr17",6579387,6579750,364,"*",4.05,2.37,4.8,-2.43,2.94e-13,1.64e-12
"1184","chr6",149091871,149092324,454,"*",3.81,1.99,4.59,-2.6,2.98e-13,1.66e-12
"1185","chr2",186051980,186052434,455,"*",3.69,1.6,4.51,-2.91,3.08e-13,1.71e-12
"1186","chr7",142817853,142818430,578,"*",3.47,0.72,4.36,-3.64,3.09e-13,1.72e-12
"1187","chr1",199964280,199964584,305,"*",3.41,0.33,4.32,-3.99,3.09e-13,1.72e-12
"1188","chr19",39602235,39602570,336,"*",3.41,0.66,4.29,-3.64,3.1e-13,1.72e-12
"1189","chr5",134979930,134980354,425,"*",3.39,0.03,4.32,-4.29,3.1e-13,1.72e-12
"1190","chr6",7992778,7993121,344,"*",3.42,0.63,4.31,-3.67,3.22e-13,1.78e-12
"1191","chr2",46361724,46362304,581,"*",3.69,1.6,4.51,-2.91,3.35e-13,1.85e-12
"1192","chr6",157148410,157148788,379,"*",3.98,2.07,4.77,-2.7,3.35e-13,1.86e-12
"1193","chr13",26596701,26597066,366,"*",3.41,0.78,4.29,-3.51,3.49e-13,1.93e-12
"1194","chr14",22635437,22635901,465,"*",3.53,0.96,4.4,-3.44,3.51e-13,1.94e-12
"1195","chr3",129597289,129597625,337,"*",3.68,1.34,4.53,-3.19,3.65e-13,2.01e-12
"1196","chr1",75118172,75118597,426,"*",3.64,1.28,4.5,-3.22,3.66e-13,2.02e-12
"1197","chr3",50306244,50306689,446,"*",3.52,0.96,4.39,-3.43,3.69e-13,2.03e-12
"1198","chr3",129627223,129627617,395,"*",4.83,3.42,5.53,-2.12,3.71e-13,2.04e-12
"1199","chr4",125885308,125885875,568,"*",4.2,2.53,4.96,-2.42,3.75e-13,2.06e-12
"1200","chr3",177138426,177138883,458,"*",4.45,2.8,5.2,-2.4,3.82e-13,2.1e-12
"1201","chr16",27254425,27254817,393,"*",3.52,1.13,4.37,-3.25,3.94e-13,2.16e-12
"1202","chr5",56052899,56053252,354,"*",3.34,-0.05,4.27,-4.32,3.94e-13,2.16e-12
"1203","chr1",202101525,202102007,483,"*",3.89,1.95,4.69,-2.74,3.95e-13,2.17e-12
"1204","chr17",57920563,57920904,342,"*",4.83,3.6,5.48,-1.88,4.04e-13,2.21e-12
"1205","chr20",46732309,46732622,314,"*",3.97,2.23,4.73,-2.5,4.04e-13,2.21e-12
"1206","chr6",15817361,15817731,371,"*",3.57,1.12,4.43,-3.31,4.1e-13,2.24e-12
"1207","chr3",50302512,50302975,464,"*",3.32,-0.17,4.26,-4.43,4.15e-13,2.27e-12
"1208","chr6",92733280,92733689,410,"*",3.37,0.45,4.27,-3.82,4.17e-13,2.28e-12
"1209","chr21",16235634,16236041,408,"*",3.77,1.81,4.57,-2.76,4.21e-13,2.3e-12
"1210","chr2",220343193,220343601,409,"*",3.37,0.41,4.28,-3.87,4.26e-13,2.32e-12
"1211","chr3",13579278,13579702,425,"*",4.74,3.34,5.43,-2.09,4.35e-13,2.37e-12
"1212","chr2",70203735,70204103,369,"*",3.37,-0.36,4.31,-4.67,4.36e-13,2.38e-12
"1213","chr10",127748045,127748613,569,"*",4.11,2.37,4.88,-2.51,4.4e-13,2.39e-12
"1214","chr22",39878814,39879161,348,"*",3.39,0.74,4.27,-3.53,4.47e-13,2.43e-12
"1215","chr10",19521332,19521656,325,"*",3.73,1.63,4.55,-2.92,4.61e-13,2.5e-12
"1216","chr15",53364028,53364577,550,"*",4.21,2.52,4.97,-2.45,4.63e-13,2.51e-12
"1217","chrX",98086889,98087293,405,"*",3.57,1.37,4.4,-3.03,4.66e-13,2.53e-12
"1218","chr4",25582487,25582788,302,"*",3.35,0.08,4.28,-4.2,4.73e-13,2.56e-12
"1219","chr17",66335744,66336122,379,"*",4.65,3.42,5.3,-1.88,4.75e-13,2.57e-12
"1220","chr5",4028762,4029382,621,"*",5.26,4.24,5.85,-1.61,4.77e-13,2.58e-12
"1221","chr13",69285915,69286395,481,"*",3.66,1.52,4.48,-2.97,4.78e-13,2.58e-12
"1222","chr21",46290167,46290661,495,"*",4.22,2.58,4.97,-2.39,4.82e-13,2.6e-12
"1223","chr5",43469658,43470315,658,"*",5.25,4.16,5.86,-1.7,4.92e-13,2.65e-12
"1224","chr8",67653993,67654356,364,"*",3.52,1.14,4.37,-3.23,4.98e-13,2.69e-12
"1225","chr8",42749332,42749734,403,"*",4.8,3.56,5.45,-1.89,5e-13,2.69e-12
"1226","chr1",214873744,214874033,290,"*",3.38,-0.54,4.33,-4.87,5.02e-13,2.7e-12
"1227","chr17",57914700,57915139,440,"*",5.4,4.26,6.03,-1.77,5.1e-13,2.74e-12
"1228","chr21",30230145,30230481,337,"*",3.54,1.13,4.4,-3.27,5.13e-13,2.76e-12
"1229","chr2",164697739,164698106,368,"*",3.33,0.38,4.24,-3.86,5.29e-13,2.84e-12
"1230","chr6",7463939,7464306,368,"*",3.42,0.65,4.31,-3.66,5.34e-13,2.86e-12
"1231","chr16",2896474,2897098,625,"*",4.65,3.19,5.37,-2.18,5.4e-13,2.89e-12
"1232","chr12",55327280,55327580,301,"*",3.47,0.88,4.34,-3.46,5.41e-13,2.89e-12
"1233","chr2",58217342,58217773,432,"*",3.45,0.8,4.33,-3.53,5.5e-13,2.94e-12
"1234","chr11",65780176,65780657,482,"*",4.53,3.15,5.22,-2.07,5.62e-13,3e-12
"1235","chr7",156540330,156540826,497,"*",4.4,2.93,5.11,-2.18,5.77e-13,3.08e-12
"1236","chr10",4703997,4704394,398,"*",3.35,0.09,4.27,-4.18,5.82e-13,3.11e-12
"1237","chr5",133802137,133802457,321,"*",3.41,0.42,4.32,-3.9,5.83e-13,3.11e-12
"1238","chr9",116227777,116228263,487,"*",4.65,3.36,5.32,-1.96,5.87e-13,3.13e-12
"1239","chr8",23651553,23651856,304,"*",3.43,0.55,4.33,-3.78,5.9e-13,3.14e-12
"1240","chr5",10288885,10289270,386,"*",3.38,0.46,4.28,-3.82,5.94e-13,3.16e-12
"1241","chr6",64144869,64145210,342,"*",3.52,1.33,4.36,-3.02,6.15e-13,3.27e-12
"1242","chr17",72148741,72149118,378,"*",3.54,1.15,4.39,-3.24,6.21e-13,3.3e-12
"1243","chr3",193590095,193590468,374,"*",4.14,2.39,4.9,-2.52,6.23e-13,3.31e-12
"1244","chr20",55205828,55206296,469,"*",3.58,1.15,4.44,-3.29,6.4e-13,3.4e-12
"1245","chr12",69810122,69810526,405,"*",3.87,1.92,4.67,-2.75,6.53e-13,3.46e-12
"1246","chr15",95790337,95790816,480,"*",4.75,3.53,5.4,-1.87,6.54e-13,3.46e-12
"1247","chr5",139017819,139018259,441,"*",3.67,1.41,4.51,-3.1,6.56e-13,3.47e-12
"1248","chr18",21207249,21207587,339,"*",3.49,1.13,4.34,-3.21,6.71e-13,3.55e-12
"1249","chr1",184377597,184378072,476,"*",4.53,3.17,5.22,-2.05,6.75e-13,3.56e-12
"1250","chr16",64090335,64090980,646,"*",4.48,3.14,5.16,-2.02,6.79e-13,3.58e-12
"1251","chr4",163571969,163572325,357,"*",3.35,-0.54,4.3,-4.84,6.83e-13,3.6e-12
"1252","chr4",77689155,77689596,442,"*",4.53,3.21,5.2,-1.99,6.9e-13,3.64e-12
"1253","chr16",54458013,54458365,353,"*",3.61,1.39,4.44,-3.05,6.99e-13,3.68e-12
"1254","chr22",19160600,19160963,364,"*",3.52,1.12,4.37,-3.25,7.08e-13,3.72e-12
"1255","chr10",384864,385185,322,"*",3.47,0.7,4.36,-3.66,7.32e-13,3.85e-12
"1256","chr1",215713588,215713918,331,"*",4.1,2.34,4.87,-2.52,7.48e-13,3.93e-12
"1257","chr19",36441045,36441413,369,"*",3.7,1.64,4.51,-2.88,7.68e-13,4.03e-12
"1258","chr13",99302546,99302945,400,"*",4.38,2.89,5.09,-2.21,7.93e-13,4.16e-12
"1259","chr19",17999039,17999395,357,"*",3.71,1.62,4.53,-2.91,8.25e-13,4.32e-12
"1260","chr16",54459517,54459953,437,"*",3.78,1.89,4.57,-2.68,8.46e-13,4.43e-12
"1261","chr10",102849225,102849564,340,"*",3.47,0.53,4.37,-3.84,8.48e-13,4.44e-12
"1262","chr4",39540967,39541416,450,"*",4.65,3.33,5.33,-1.99,8.68e-13,4.54e-12
"1263","chr9",131607489,131607891,403,"*",3.55,1.22,4.39,-3.17,8.69e-13,4.54e-12
"1264","chr4",125898791,125899143,353,"*",3.66,1.49,4.49,-3,8.77e-13,4.58e-12
"1265","chrX",154216240,154216756,517,"*",4.83,3.63,5.48,-1.85,8.79e-13,4.58e-12
"1266","chr8",111669301,111669604,304,"*",3.41,0.6,4.3,-3.7,8.79e-13,4.58e-12
"1267","chr3",156355523,156355835,313,"*",3.35,0.59,4.24,-3.65,8.9e-13,4.63e-12
"1268","chr19",13946504,13946833,330,"*",3.31,0.33,4.21,-3.88,8.91e-13,4.64e-12
"1269","chr10",22972211,22972678,468,"*",4.11,2.41,4.87,-2.46,8.97e-13,4.66e-12
"1270","chr1",180136990,180137440,451,"*",4.19,2.59,4.93,-2.34,9.06e-13,4.71e-12
"1271","chr8",36920818,36921167,350,"*",3.33,-0.54,4.28,-4.82,9.08e-13,4.71e-12
"1272","chr7",44190078,44190446,369,"*",3.66,1.54,4.48,-2.94,9.14e-13,4.74e-12
"1273","chr20",52599520,52599820,301,"*",4.01,2.27,4.78,-2.51,9.16e-13,4.75e-12
"1274","chr18",21302630,21302967,338,"*",3.55,1.48,4.37,-2.9,9.21e-13,4.77e-12
"1275","chr21",41711038,41711356,319,"*",3.36,0.24,4.28,-4.04,9.3e-13,4.81e-12
"1276","chr8",13014397,13014760,364,"*",3.52,1.31,4.35,-3.04,9.51e-13,4.92e-12
"1277","chr11",66795162,66795693,532,"*",4.02,2.28,4.78,-2.5,9.54e-13,4.93e-12
"1278","chr3",168675156,168675579,424,"*",3.3,0.18,4.21,-4.04,9.74e-13,5.03e-12
"1279","chrX",24208583,24208920,338,"*",3.42,1.03,4.27,-3.24,9.77e-13,5.04e-12
"1280","chr12",116307942,116308395,454,"*",3.7,1.68,4.51,-2.84,9.87e-13,5.08e-12
"1281","chr3",42861395,42861832,438,"*",4.25,2.69,4.98,-2.29,9.87e-13,5.08e-12
"1282","chr12",26581896,26582616,721,"*",3.72,1.68,4.54,-2.85,9.89e-13,5.09e-12
"1283","chr2",64500837,64501178,342,"*",3.29,0.08,4.21,-4.13,9.9e-13,5.09e-12
"1284","chrX",133804338,133804964,627,"*",3.46,0.63,4.35,-3.72,1.01e-12,5.18e-12
"1285","chr6",96028888,96029267,380,"*",3.46,1.23,4.3,-3.08,1.01e-12,5.2e-12
"1286","chr8",134735125,134735591,467,"*",5.18,4.11,5.79,-1.68,1.02e-12,5.23e-12
"1287","chr12",109554028,109554522,495,"*",3.43,0.89,4.3,-3.41,1.03e-12,5.27e-12
"1288","chr1",25802634,25803084,451,"*",3.52,1.35,4.35,-3,1.03e-12,5.29e-12
"1289","chr1",114632726,114633086,361,"*",3.81,1.91,4.61,-2.7,1.09e-12,5.6e-12
"1290","chr8",91710565,91711002,438,"*",3.28,0.03,4.2,-4.17,1.1e-12,5.61e-12
"1291","chr4",55453034,55453439,406,"*",3.54,1.25,4.39,-3.14,1.11e-12,5.66e-12
"1292","chr12",75256337,75256662,326,"*",3.28,-0.05,4.2,-4.25,1.11e-12,5.69e-12
"1293","chr5",145407275,145407744,470,"*",3.74,1.86,4.53,-2.67,1.12e-12,5.71e-12
"1294","chr3",188891481,188891812,332,"*",3.3,-0.34,4.24,-4.58,1.13e-12,5.78e-12
"1295","chr19",47324036,47324448,413,"*",3.79,1.71,4.6,-2.89,1.14e-12,5.81e-12
"1296","chr16",85525445,85525932,488,"*",4.64,3.14,5.36,-2.21,1.14e-12,5.81e-12
"1297","chr1",35291206,35291604,399,"*",4.12,2.42,4.88,-2.46,1.16e-12,5.92e-12
"1298","chr12",91817441,91817820,380,"*",3.51,1.23,4.35,-3.12,1.18e-12,6.01e-12
"1299","chr16",1623292,1623629,338,"*",3.5,0.82,4.38,-3.57,1.18e-12,6.01e-12
"1300","chr17",57923712,57924277,566,"*",6.06,5.12,6.63,-1.51,1.19e-12,6.01e-12
"1301","chr9",110006080,110006516,437,"*",4.89,3.74,5.53,-1.79,1.19e-12,6.01e-12
"1302","chr9",4507669,4508262,594,"*",4.17,2.72,4.88,-2.16,1.19e-12,6.02e-12
"1303","chr7",35064881,35065671,791,"*",4.63,3.29,5.31,-2.01,1.21e-12,6.1e-12
"1304","chr16",85355542,85356063,522,"*",3.66,1.53,4.48,-2.95,1.22e-12,6.18e-12
"1305","chr17",59471473,59471732,260,"*",3.99,2,4.8,-2.79,1.25e-12,6.31e-12
"1306","chr3",193588148,193588616,469,"*",4.27,2.75,4.99,-2.25,1.28e-12,6.47e-12
"1307","chr4",70424286,70424608,323,"*",3.31,-0.54,4.26,-4.8,1.3e-12,6.58e-12
"1308","chr7",101372735,101373048,314,"*",3.39,0.63,4.28,-3.64,1.32e-12,6.65e-12
"1309","chr14",77577490,77577873,384,"*",4.06,2.47,4.8,-2.33,1.32e-12,6.65e-12
"1310","chr11",101049267,101049655,389,"*",3.31,-0.34,4.25,-4.6,1.32e-12,6.65e-12
"1311","chr7",140096215,140096671,457,"*",4.85,3.73,5.47,-1.74,1.32e-12,6.66e-12
"1312","chr16",69757681,69758033,353,"*",4.28,2.81,5,-2.19,1.34e-12,6.72e-12
"1313","chr4",69536334,69536842,509,"*",3.66,1.48,4.49,-3.02,1.34e-12,6.73e-12
"1314","chr17",73553198,73553602,405,"*",3.58,1.22,4.44,-3.22,1.35e-12,6.79e-12
"1315","chr17",17982953,17983349,397,"*",3.57,1.38,4.4,-3.02,1.36e-12,6.8e-12
"1316","chrX",32002273,32002706,434,"*",3.64,1.43,4.48,-3.04,1.38e-12,6.92e-12
"1317","chr16",1428895,1429253,359,"*",3.98,2.18,4.75,-2.57,1.39e-12,6.96e-12
"1318","chr10",125503436,125503837,402,"*",4.29,2.76,5.01,-2.25,1.39e-12,6.98e-12
"1319","chr10",112550914,112551290,377,"*",3.55,1.3,4.39,-3.09,1.41e-12,7.06e-12
"1320","chr11",112163793,112164138,346,"*",3.3,0.4,4.2,-3.81,1.46e-12,7.29e-12
"1321","chr7",140692332,140692699,368,"*",3.9,1.62,4.74,-3.12,1.46e-12,7.3e-12
"1322","chr3",149956104,149956488,385,"*",4.11,2.42,4.86,-2.45,1.47e-12,7.35e-12
"1323","chr12",52609415,52609853,439,"*",4.56,3.24,5.23,-2,1.48e-12,7.38e-12
"1324","chr1",154162998,154163400,403,"*",4.59,3.21,5.28,-2.07,1.49e-12,7.41e-12
"1325","chr1",52033295,52033777,483,"*",4.08,2.52,4.81,-2.29,1.49e-12,7.43e-12
"1326","chr5",136108640,136109001,362,"*",3.4,0.72,4.28,-3.56,1.51e-12,7.52e-12
"1327","chr1",191122210,191122570,361,"*",3.42,0.89,4.29,-3.4,1.51e-12,7.52e-12
"1328","chr4",89005583,89005891,309,"*",3.39,0.86,4.26,-3.41,1.52e-12,7.57e-12
"1329","chr9",93242036,93242360,325,"*",3.59,1.37,4.43,-3.06,1.53e-12,7.58e-12
"1330","chr6",75679001,75679640,640,"*",4.01,2.14,4.79,-2.65,1.53e-12,7.59e-12
"1331","chr16",29322019,29322616,598,"*",3.58,1.19,4.43,-3.24,1.54e-12,7.62e-12
"1332","chr5",116822645,116823133,489,"*",4.27,2.81,4.99,-2.18,1.59e-12,7.89e-12
"1333","chr14",38119695,38120235,541,"*",4.35,2.9,5.05,-2.15,1.6e-12,7.91e-12
"1334","chr8",102486306,102486723,418,"*",3.23,-0.04,4.15,-4.19,1.62e-12,8.03e-12
"1335","chr9",131397679,131398080,402,"*",3.82,1.8,4.63,-2.82,1.63e-12,8.04e-12
"1336","chr14",32978828,32979227,400,"*",3.57,1.33,4.41,-3.08,1.66e-12,8.2e-12
