"","seqnames","start","end","width","strand","Conc","Conc_none","Conc_Estrogen","Fold","p.value","FDR"
"3063","chr8",30438869,30439164,296,"*",2.97,2.31,3.43,-1.12,0.11,0.53
"3064","chr6",27543800,27544063,264,"*",1.42,0.25,2.06,-1.81,0.11,1
"3065","chr15",49447165,49448148,984,"*",4.45,4.04,4.76,-0.72,0.11,0.53
"3066","chr19",51539809,51540066,258,"*",2.96,2.27,3.43,-1.16,0.11,0.53
"3067","chr2",216844949,216849486,4538,"*",5.95,4.75,6.6,-1.85,0.111,0.531
"3068","chrX",97669982,97670713,732,"*",2.25,1.34,2.8,-1.46,0.111,0.531
"3069","chr6",37605592,37605848,257,"*",2.51,1.64,3.04,-1.4,0.111,0.531
"3070","chr19",3531778,3532007,230,"*",3.09,2.47,3.52,-1.05,0.111,0.531
"3071","chr1",245603303,245603862,560,"*",1.38,0.13,2.03,-1.9,0.111,1
"3072","chr9",34180314,34180493,180,"*",2.21,1.21,2.8,-1.59,0.111,0.531
"3073","chr17",79982882,79983311,430,"*",3.2,2.48,3.68,-1.2,0.111,0.531
"3074","chr16",4738799,4740354,1556,"*",3.95,3.43,4.33,-0.89,0.111,0.531
"3075","chr13",31908823,31910581,1759,"*",3.47,3.92,2.83,1.09,0.111,0.531
"3076","chr12",58145145,58146711,1567,"*",5.81,5.5,6.06,-0.56,0.111,0.531
"3077","chr1",190667684,190667863,180,"*",2.27,1.33,2.84,-1.5,0.111,0.531
"3078","chr21",47359636,47359840,205,"*",1.45,0.13,2.13,-2,0.111,1
"3079","chr17",15561525,15562620,1096,"*",3.65,3.11,4.04,-0.93,0.111,0.531
"3080","chr9",82264194,82264422,229,"*",3.14,2.44,3.61,-1.17,0.111,0.531
"3081","chr11",61190558,61190914,357,"*",3.58,3.03,3.97,-0.94,0.111,0.531
"3082","chr2",32978742,32978960,219,"*",2.81,2.08,3.3,-1.22,0.111,0.531
"3083","chr8",144371202,144371912,711,"*",4.18,4.61,3.57,1.04,0.111,0.531
"3084","chr21",46409643,46410299,657,"*",1.5,0.13,2.18,-2.05,0.111,1
"3085","chr1",49406757,49407316,560,"*",3.96,3.49,4.32,-0.83,0.111,0.532
"3086","chr10",118115683,118115870,188,"*",1.65,0.51,2.28,-1.76,0.111,1
"3087","chr7",101613955,101617410,3456,"*",5.09,3.84,5.74,-1.9,0.112,0.532
"3088","chr3",49456427,49456698,272,"*",2.53,1.7,3.05,-1.35,0.112,0.532
"3089","chr12",76595098,76595390,293,"*",3.16,2.54,3.6,-1.06,0.112,0.532
"3090","chr19",35495855,35499105,3251,"*",6.51,6.27,6.72,-0.45,0.112,0.532
"3091","chr13",31431191,31431383,193,"*",1.4,0.13,2.07,-1.94,0.112,1
"3092","chr11",128497557,128497779,223,"*",2.32,1.39,2.88,-1.49,0.112,0.532
"3093","chr17",79218214,79218449,236,"*",2.87,2.19,3.33,-1.14,0.112,0.532
"3094","chr11",61489223,61489501,279,"*",2.11,1.11,2.69,-1.58,0.112,0.532
"3095","chr8",75030651,75031322,672,"*",2.42,1.35,3.02,-1.67,0.112,0.532
"3096","chr1",177417503,177418475,973,"*",1.1,-0.23,1.78,-2.01,0.112,1
"3097","chr19",52489607,52489987,381,"*",2.6,1.77,3.12,-1.35,0.112,0.532
"3098","chr16",16273978,16274190,213,"*",1.43,0.18,2.09,-1.91,0.112,1
"3099","chrX",73397906,73399050,1145,"*",1.63,2.3,0.37,1.93,0.112,1
"3100","chr2",164199911,164200212,302,"*",3.37,2.74,3.81,-1.07,0.112,0.533
"3101","chr16",28928491,28928754,264,"*",2.1,1.09,2.68,-1.59,0.112,0.533
"3102","chr15",22861380,22861559,180,"*",1.87,0.8,2.47,-1.67,0.112,1
"3103","chr18",59199158,59199415,258,"*",3.5,2.95,3.89,-0.94,0.112,0.534
"3104","chr3",46898152,46898372,221,"*",2.84,2.08,3.33,-1.26,0.113,0.534
"3105","chr11",65205225,65205601,377,"*",3.35,3.76,2.77,1,0.113,0.534
"3106","chr18",63373961,63374184,224,"*",3.29,2.71,3.7,-1,0.113,0.534
"3107","chr2",33091855,33092164,310,"*",1.49,2.17,0.16,2.01,0.113,1
"3108","chr3",42531058,42531788,731,"*",4.02,4.38,3.55,0.83,0.113,0.534
"3109","chr6",132108401,132108670,270,"*",2.87,2,3.4,-1.4,0.113,0.534
"3110","chr1",227175356,227176376,1021,"*",3.58,3.99,2.99,1,0.113,0.534
"3111","chr19",7681261,7681761,501,"*",3.89,3.39,4.26,-0.87,0.113,0.534
"3112","chr1",108923601,108926254,2654,"*",1.1,-0.23,1.78,-2.01,0.113,1
"3113","chr16",71617088,71617277,190,"*",1.1,-0.23,1.78,-2.01,0.113,1
"3114","chr20",50906642,50906822,181,"*",1.1,-0.23,1.78,-2.01,0.113,1
"3115","chr1",206881482,206881683,202,"*",2.88,2.16,3.36,-1.21,0.113,0.536
"3116","chr3",156838004,156838708,705,"*",1.65,0.42,2.31,-1.89,0.113,1
"3117","chr22",42976620,42978023,1404,"*",3.94,3.42,4.32,-0.9,0.113,0.536
"3118","chrX",114070500,114071205,706,"*",1.07,-0.23,1.74,-1.97,0.113,1
"3119","chr2",238458850,238459299,450,"*",3.69,3.17,4.07,-0.9,0.113,0.537
"3120","chr10",106240948,106241518,571,"*",3.58,3.04,3.97,-0.93,0.113,0.537
"3121","chr19",2176597,2176806,210,"*",3.03,2.38,3.48,-1.09,0.114,0.537
"3122","chr21",45536728,45536927,200,"*",1.7,0.55,2.34,-1.79,0.114,1
"3123","chr1",248335095,248335820,726,"*",1.07,-0.23,1.74,-1.97,0.114,1
"3124","chr16",79573939,79574142,204,"*",1.07,-0.23,1.74,-1.97,0.114,1
"3125","chrX",45939575,45939790,216,"*",1.07,-0.23,1.74,-1.97,0.114,1
"3126","chr1",118170264,118170492,229,"*",3.05,2.28,3.54,-1.26,0.114,0.538
"3127","chr14",89316930,89317391,462,"*",2.52,3.14,1.42,1.71,0.114,0.538
"3128","chr8",128752663,128752974,312,"*",2,0.85,2.64,-1.79,0.114,0.538
"3129","chr3",63789279,63789657,379,"*",1.15,1.86,-0.28,2.13,0.114,1
"3130","chr1",23426896,23427174,279,"*",1.16,-0.23,1.85,-2.08,0.114,1
"3131","chr1",145562739,145563347,609,"*",1.16,-0.23,1.85,-2.08,0.114,1
"3132","chr1",177768877,177769957,1081,"*",1.16,-0.23,1.85,-2.08,0.114,1
"3133","chr1",207071821,207072229,409,"*",1.16,-0.23,1.85,-2.08,0.114,1
"3134","chr10",103865638,103865817,180,"*",1.16,-0.23,1.85,-2.08,0.114,1
"3135","chr11",68153982,68154161,180,"*",1.16,-0.23,1.85,-2.08,0.114,1
"3136","chr11",70634571,70634981,411,"*",1.16,-0.23,1.85,-2.08,0.114,1
"3137","chr12",109537782,109537971,190,"*",1.16,-0.23,1.85,-2.08,0.114,1
"3138","chr12",109706922,109707285,364,"*",1.16,-0.23,1.85,-2.08,0.114,1
"3139","chr12",113737275,113737547,273,"*",1.16,-0.23,1.85,-2.08,0.114,1
"3140","chr15",52089547,52089778,232,"*",1.16,-0.23,1.85,-2.08,0.114,1
"3141","chr15",77889657,77890363,707,"*",1.16,-0.23,1.85,-2.08,0.114,1
"3142","chr17",4594195,4594428,234,"*",1.16,-0.23,1.85,-2.08,0.114,1
"3143","chr2",98352069,98352297,229,"*",1.16,-0.23,1.85,-2.08,0.114,1
"3144","chr2",101442063,101442697,635,"*",1.16,-0.23,1.85,-2.08,0.114,1
"3145","chr22",40048980,40049695,716,"*",1.16,-0.23,1.85,-2.08,0.114,1
"3146","chr3",123352101,123353051,951,"*",1.16,-0.23,1.85,-2.08,0.114,1
"3147","chr7",68916140,68916372,233,"*",1.16,-0.23,1.85,-2.08,0.114,1
"3148","chr9",83345887,83346090,204,"*",1.16,-0.23,1.85,-2.08,0.114,1
"3149","chr9",139157661,139158014,354,"*",1.16,-0.23,1.85,-2.08,0.114,1
"3150","chr9",140437229,140438234,1006,"*",1.16,-0.23,1.85,-2.08,0.114,1
"3151","chr17",47657098,47658776,1679,"*",3.76,3.16,4.19,-1.03,0.114,0.538
"3152","chr17",76895181,76895814,634,"*",3.11,2.38,3.6,-1.22,0.114,0.538
"3153","chr2",170982805,170983029,225,"*",2.23,1.26,2.8,-1.54,0.114,0.538
"3154","chr3",159683319,159683498,180,"*",1.41,0.18,2.07,-1.89,0.114,1
"3155","chr12",110389644,110389830,187,"*",2.58,1.82,3.07,-1.25,0.114,0.538
"3156","chr7",73799417,73799616,200,"*",2.09,1.05,2.69,-1.65,0.114,0.538
"3157","chr9",98978099,98978938,840,"*",3.7,3.07,4.13,-1.06,0.114,0.538
"3158","chr12",26298603,26299008,406,"*",2.69,1.88,3.21,-1.33,0.114,0.538
"3159","chr2",233861963,233862186,224,"*",3.05,2.34,3.53,-1.18,0.114,0.538
"3160","chr8",54780867,54781107,241,"*",3.08,2.43,3.52,-1.09,0.114,0.538
"3161","chr16",152667,153313,647,"*",4.1,3.61,4.47,-0.85,0.115,0.539
"3162","chr17",62576062,62576264,203,"*",3.21,2.55,3.67,-1.12,0.115,0.539
"3163","chr6",39153755,39153975,221,"*",1.97,0.89,2.57,-1.68,0.115,0.539
"3164","chr22",27976395,27976599,205,"*",2.59,1.76,3.11,-1.35,0.115,0.539
"3165","chr16",14569362,14569856,495,"*",3.07,2.4,3.52,-1.12,0.115,0.539
"3166","chr4",148302974,148303292,319,"*",1.08,-0.23,1.76,-1.99,0.115,1
"3167","chr7",74207475,74207656,182,"*",1.08,-0.23,1.76,-1.99,0.115,1
"3168","chr8",84514715,84514918,204,"*",1.08,-0.23,1.76,-1.99,0.115,1
"3169","chr15",60683504,60683693,190,"*",2.2,1.25,2.77,-1.52,0.115,0.539
"3170","chr3",15082782,15083007,226,"*",1.41,0.13,2.08,-1.95,0.115,1
"3171","chr12",79963576,79963934,359,"*",2.38,1.47,2.93,-1.47,0.115,0.539
"3172","chr2",178008190,178008376,187,"*",3.01,2.37,3.46,-1.09,0.115,0.539
"3173","chr2",238400840,238401977,1138,"*",4.69,4.33,4.98,-0.65,0.115,0.539
"3174","chr2",20419234,20420001,768,"*",2.08,0.97,2.7,-1.73,0.115,0.539
"3175","chr4",159010603,159011706,1104,"*",2.58,1.82,3.08,-1.26,0.115,0.539
"3176","chr13",108276696,108276920,225,"*",2.89,2.16,3.37,-1.22,0.115,0.539
"3177","chrX",48673790,48674008,219,"*",3.16,2.57,3.58,-1.01,0.115,0.539
"3178","chr18",19315827,19316211,385,"*",2.34,1.37,2.91,-1.54,0.115,0.539
"3179","chr1",223905620,223905890,271,"*",2.29,1.21,2.9,-1.69,0.115,0.539
"3180","chr11",64118787,64119207,421,"*",3.41,2.88,3.8,-0.93,0.115,0.539
"3181","chr4",3135733,3136947,1215,"*",3.74,3.24,4.12,-0.88,0.116,0.539
"3182","chr7",75583132,75583364,233,"*",2.97,2.29,3.43,-1.14,0.116,0.539
"3183","chr7",156811695,156812537,843,"*",3.79,3.26,4.17,-0.91,0.116,0.539
"3184","chr14",56256007,56256189,183,"*",1.63,0.42,2.27,-1.85,0.116,1
"3185","chrX",120584381,120584584,204,"*",2.71,1.97,3.2,-1.22,0.116,0.539
"3186","chrX",71216785,71217201,417,"*",2.63,1.82,3.15,-1.33,0.116,0.539
"3187","chr9",120187952,120188131,180,"*",1.42,0.18,2.07,-1.9,0.116,1
"3188","chr5",154092154,154094457,2304,"*",4.77,5.07,4.38,0.69,0.116,0.539
"3189","chr12",3890722,3891196,475,"*",3.1,3.54,2.46,1.08,0.116,0.539
"3190","chr11",104000955,104001196,242,"*",3.53,3,3.92,-0.92,0.116,0.539
"3191","chr10",8267323,8267551,229,"*",2.53,1.65,3.08,-1.43,0.116,0.539
"3192","chr20",14710139,14710321,183,"*",2.43,1.58,2.96,-1.38,0.116,0.539
"3193","chr5",138872287,138872522,236,"*",3.68,3.15,4.06,-0.91,0.116,0.539
"3194","chr4",3870391,3870826,436,"*",3.1,2.36,3.58,-1.22,0.116,0.54
"3195","chr10",119303547,119303832,286,"*",3.29,2.72,3.71,-0.99,0.116,0.54
"3196","chr15",60827529,60827748,220,"*",2.89,2.15,3.38,-1.23,0.116,0.54
"3197","chr5",137224872,137225241,370,"*",2.97,2.21,3.47,-1.27,0.116,0.54
"3198","chr12",1949704,1950451,748,"*",3.52,2.94,3.93,-1,0.116,0.54
"3199","chr21",41038621,41038879,259,"*",1.83,0.66,2.47,-1.81,0.116,1
"3200","chr10",63871480,63871921,442,"*",3.01,3.46,2.35,1.11,0.116,0.54
"3201","chr3",186523756,186525068,1313,"*",5.16,4.74,5.49,-0.75,0.116,0.54
"3202","chr15",51212567,51212845,279,"*",2.95,2.18,3.45,-1.27,0.116,0.54
"3203","chr6",37023357,37024439,1083,"*",4.38,3.97,4.7,-0.73,0.117,0.54
"3204","chr1",243427430,243427766,337,"*",1.11,-0.23,1.79,-2.02,0.117,1
"3205","chr17",6586159,6586342,184,"*",1.11,-0.23,1.79,-2.02,0.117,1
"3206","chr2",122517671,122517883,213,"*",1.11,-0.23,1.79,-2.02,0.117,1
"3207","chr10",44671197,44671376,180,"*",1.45,0.25,2.1,-1.85,0.117,1
"3208","chr2",223992381,223992602,222,"*",3.07,2.45,3.5,-1.05,0.117,0.541
"3209","chr9",35070058,35070590,533,"*",2.29,2.9,1.23,1.67,0.117,0.542
"3210","chr8",58118279,58118462,184,"*",2.64,1.83,3.16,-1.33,0.117,0.542
"3211","chr1",110716088,110716282,195,"*",2.61,1.84,3.11,-1.27,0.117,0.542
"3212","chr10",22670113,22670292,180,"*",1.1,-0.23,1.78,-2.01,0.117,1
"3213","chr12",49743163,49743621,459,"*",1.1,-0.23,1.78,-2.01,0.117,1
"3214","chr5",61033039,61033238,200,"*",1.1,-0.23,1.78,-2.01,0.117,1
"3215","chr7",148626409,148626588,180,"*",1.1,-0.23,1.78,-2.01,0.117,1
"3216","chr9",94381189,94381422,234,"*",1.1,-0.23,1.78,-2.01,0.117,1
"3217","chr19",35602189,35602668,480,"*",2.16,1.16,2.75,-1.59,0.117,0.542
"3218","chr16",51118650,51118837,188,"*",2.9,2.24,3.35,-1.11,0.117,0.542
"3219","chr21",32314645,32314828,184,"*",1.81,0.75,2.42,-1.67,0.117,1
"3220","chr8",11533970,11534162,193,"*",2.68,1.92,3.18,-1.26,0.117,0.542
"3221","chr8",74844688,74844930,243,"*",3.06,2.44,3.5,-1.06,0.117,0.542
"3222","chr14",97059208,97059678,471,"*",2.79,3.25,2.1,1.16,0.117,0.542
"3223","chr9",135372445,135372645,201,"*",2.9,2.19,3.37,-1.17,0.118,0.542
"3224","chr5",52416810,52417178,369,"*",3.49,3.9,2.9,1,0.118,0.542
"3225","chr2",43373397,43373753,357,"*",1.99,0.97,2.58,-1.61,0.118,0.542
"3226","chr10",124254316,124254792,477,"*",3.55,2.92,4,-1.08,0.118,0.542
"3227","chr19",45207850,45208029,180,"*",1.94,0.87,2.55,-1.68,0.118,1
"3228","chr3",69413347,69413632,286,"*",2.2,1.17,2.79,-1.62,0.118,0.542
"3229","chr20",3148779,3148974,196,"*",2.94,2.24,3.41,-1.17,0.118,0.542
"3230","chr13",44683031,44683379,349,"*",2.51,1.64,3.05,-1.41,0.118,0.542
"3231","chr15",78267129,78267773,645,"*",3.04,2.44,3.47,-1.03,0.118,0.542
"3232","chr7",121184404,121185419,1016,"*",2.33,2.91,1.37,1.54,0.118,0.543
"3233","chr10",131952012,131952244,233,"*",1.07,-0.23,1.75,-1.98,0.118,1
"3234","chr9",129350712,129351095,384,"*",1.44,0.25,2.09,-1.84,0.118,1
"3235","chr1",156441592,156442956,1365,"*",4.31,4.64,3.87,0.77,0.118,0.544
"3236","chr10",120668000,120668182,183,"*",1.91,0.85,2.52,-1.67,0.118,1
"3237","chr7",78931687,78931866,180,"*",2.6,1.85,3.09,-1.24,0.118,0.544
"3238","chr18",46365331,46365510,180,"*",2.11,1.14,2.69,-1.55,0.118,0.544
"3239","chr22",38244300,38245797,1498,"*",5.56,5.29,5.78,-0.5,0.118,0.544
"3240","chrX",99463029,99463220,192,"*",2.23,1.29,2.8,-1.51,0.118,0.544
"3241","chr20",60765673,60765912,240,"*",2.63,1.86,3.13,-1.27,0.118,0.544
"3242","chr8",80058344,80058579,236,"*",2.9,3.35,2.22,1.14,0.119,0.544
"3243","chr9",140166338,140166655,318,"*",2.6,1.65,3.17,-1.53,0.119,0.545
"3244","chr11",101918154,101918541,388,"*",3.16,2.53,3.6,-1.06,0.119,0.545
"3245","chr1",39631666,39631855,190,"*",1.99,0.87,2.61,-1.75,0.119,0.545
"3246","chr5",178202378,178202731,354,"*",3.45,2.88,3.85,-0.97,0.119,0.545
"3247","chrX",81521560,81521745,186,"*",1.62,0.42,2.27,-1.85,0.119,1
"3248","chr20",23184439,23184833,395,"*",1.78,0.69,2.39,-1.7,0.119,1
"3249","chr2",23864180,23864380,201,"*",1.92,0.87,2.52,-1.66,0.119,1
"3250","chr3",50365187,50366143,957,"*",4.44,3.95,4.81,-0.85,0.119,0.546
"3251","chr19",4278893,4279318,426,"*",3.01,2.4,3.44,-1.04,0.119,0.546
"3252","chr2",47194172,47195650,1479,"*",2.97,3.51,2.11,1.4,0.119,0.546
"3253","chr20",38074659,38074963,305,"*",3.46,2.84,3.89,-1.05,0.119,0.546
"3254","chr4",89255661,89256457,797,"*",1.06,-0.23,1.73,-1.96,0.119,1
"3255","chr17",16346613,16346899,287,"*",2.23,1.29,2.79,-1.5,0.119,0.546
"3256","chr19",47835321,47836400,1080,"*",3.35,2.79,3.75,-0.96,0.119,0.546
"3257","chr1",223351122,223351382,261,"*",1.68,0.49,2.32,-1.83,0.119,1
"3258","chr10",64953338,64953636,299,"*",3.01,2.37,3.44,-1.07,0.12,0.546
"3259","chr19",18212416,18212620,205,"*",2.74,2,3.23,-1.22,0.12,0.546
"3260","chr8",48064823,48065340,518,"*",3.18,2.59,3.61,-1.02,0.12,0.546
"3261","chr12",113870178,113870374,197,"*",2.24,1.37,2.78,-1.42,0.12,0.546
"3262","chr11",47988263,47988586,324,"*",1.89,0.75,2.51,-1.76,0.12,1
"3263","chr21",47639145,47639564,420,"*",1.89,0.75,2.51,-1.76,0.12,1
"3264","chr2",135807466,135807928,463,"*",1.95,0.89,2.56,-1.67,0.12,1
"3265","chr6",153497030,153497381,352,"*",2.71,3.27,1.78,1.48,0.12,0.547
"3266","chr2",129266843,129267060,218,"*",2.4,1.55,2.93,-1.38,0.12,0.547
"3267","chr20",35088793,35091323,2531,"*",6.07,5.8,6.29,-0.49,0.12,0.547
"3268","chr2",116408534,116408720,187,"*",1.95,0.99,2.53,-1.54,0.12,1
"3269","chr17",52574116,52574318,203,"*",2.38,1.51,2.92,-1.41,0.12,0.547
"3270","chr16",85814406,85815068,663,"*",2.17,1.17,2.76,-1.59,0.12,0.548
"3271","chr14",105823079,105823528,450,"*",3.25,2.69,3.66,-0.97,0.12,0.548
"3272","chr9",38018946,38019526,581,"*",3.43,3.85,2.84,1.02,0.12,0.548
"3273","chr17",60877813,60878674,862,"*",4.07,3.53,4.46,-0.94,0.12,0.548
"3274","chr2",95962201,95962997,797,"*",3.2,3.64,2.56,1.07,0.12,0.548
"3275","chr17",80145943,80146281,339,"*",2.28,1.26,2.88,-1.61,0.121,0.549
"3276","chr1",231166544,231167426,883,"*",1.88,0.89,2.46,-1.57,0.121,1
"3277","chr10",88777254,88777945,692,"*",1.06,-0.23,1.73,-1.96,0.121,1
"3278","chr14",83944943,83945189,247,"*",2.58,1.82,3.07,-1.25,0.121,0.549
"3279","chr11",65450808,65451233,426,"*",2.88,2.22,3.33,-1.11,0.121,0.549
"3280","chr20",35013716,35013902,187,"*",2.89,2.24,3.34,-1.11,0.121,0.549
"3281","chr19",19063542,19063736,195,"*",1.03,-0.23,1.69,-1.92,0.121,1
"3282","chr10",126812121,126812698,578,"*",3.13,2.36,3.62,-1.26,0.121,0.549
"3283","chr16",23177839,23178102,264,"*",2.62,1.79,3.15,-1.35,0.121,0.549
"3284","chr14",103338683,103338869,187,"*",1.64,0.42,2.29,-1.87,0.121,1
"3285","chrX",119005141,119006738,1598,"*",5.23,4.89,5.51,-0.61,0.121,0.549
"3286","chr16",1219404,1219926,523,"*",1.52,0.25,2.18,-1.94,0.121,1
"3287","chr16",69352867,69354082,1216,"*",1.52,0.25,2.18,-1.94,0.121,1
"3288","chr1",40348722,40349645,924,"*",4.3,3.86,4.64,-0.78,0.121,0.549
"3289","chr2",62616764,62617048,285,"*",2.37,1.56,2.88,-1.32,0.121,0.549
"3290","chr8",126676360,126676591,232,"*",1.9,0.85,2.5,-1.65,0.121,1
"3291","chr20",46767675,46767854,180,"*",3.31,2.75,3.72,-0.96,0.121,0.55
"3292","chr5",131892149,131893425,1277,"*",5.36,5.02,5.63,-0.62,0.122,0.55
"3293","chr7",148611467,148611892,426,"*",2.17,1.28,2.72,-1.44,0.122,0.55
"3294","chr2",43704616,43705396,781,"*",2.53,3.11,1.56,1.55,0.122,0.55
"3295","chr1",3376372,3376551,180,"*",2.82,2.11,3.3,-1.19,0.122,0.55
"3296","chr17",49184767,49185513,747,"*",2.62,3.14,1.78,1.36,0.122,0.55
"3297","chr7",24995255,24995498,244,"*",3.11,2.5,3.53,-1.03,0.122,0.55
"3298","chr10",134307518,134307955,438,"*",3.34,2.74,3.76,-1.02,0.122,0.551
"3299","chr20",48454043,48454394,352,"*",1.82,0.72,2.44,-1.72,0.122,1
"3300","chr6",164235026,164235749,724,"*",4.19,3.76,4.52,-0.76,0.122,0.551
"3301","chr8",143719862,143720081,220,"*",2.88,2.2,3.34,-1.14,0.122,0.551
"3302","chr11",119205233,119205820,588,"*",3.62,3,4.05,-1.06,0.122,0.551
"3303","chr7",103242236,103242462,227,"*",3.05,2.34,3.53,-1.19,0.122,0.551
"3304","chr12",12726496,12726685,190,"*",2.2,1.21,2.78,-1.57,0.122,0.551
"3305","chr6",169006728,169006909,182,"*",3.04,2.38,3.49,-1.11,0.122,0.551
"3306","chr3",107319914,107320103,190,"*",2.5,1.67,3.02,-1.35,0.122,0.551
"3307","chr2",3296969,3297148,180,"*",2.89,2.22,3.34,-1.12,0.122,0.551
"3308","chr17",42196119,42196323,205,"*",2.7,1.96,3.19,-1.23,0.122,0.551
"3309","chr5",9189089,9189315,227,"*",3.35,2.8,3.74,-0.95,0.122,0.551
"3310","chr4",111530834,111531063,230,"*",2.38,1.54,2.91,-1.36,0.122,0.551
"3311","chr16",1866340,1866561,222,"*",2.26,1.33,2.83,-1.5,0.122,0.551
"3312","chr1",164557383,164560285,2903,"*",5.56,5.79,5.27,0.53,0.122,0.551
"3313","chr14",97561709,97561964,256,"*",1.91,0.75,2.54,-1.79,0.122,1
"3314","chr10",27416544,27416776,233,"*",2.94,2.29,3.39,-1.11,0.123,0.551
"3315","chr7",138248256,138250258,2003,"*",4.14,4.5,3.67,0.83,0.123,0.552
"3316","chr12",57352489,57352952,464,"*",2.21,1.23,2.8,-1.57,0.123,0.552
"3317","chr14",23845703,23846029,327,"*",2.63,1.79,3.16,-1.36,0.123,0.552
"3318","chr1",1669454,1672262,2809,"*",3.32,2.74,3.73,-0.99,0.123,0.552
"3319","chr5",116199843,116200043,201,"*",2.09,1.17,2.65,-1.48,0.123,0.552
"3320","chr22",49350710,49350941,232,"*",2.88,2.16,3.36,-1.2,0.123,0.552
"3321","chr19",15550001,15550298,298,"*",3.19,2.57,3.63,-1.06,0.123,0.552
"3322","chr11",34353084,34354474,1391,"*",3.3,2.67,3.74,-1.08,0.123,0.552
"3323","chr4",48832767,48833863,1097,"*",5.39,5.09,5.64,-0.56,0.123,0.552
"3324","chr14",89771354,89771591,238,"*",2.53,1.73,3.04,-1.31,0.123,0.552
"3325","chr4",77821559,77822147,589,"*",1.6,0.42,2.24,-1.82,0.123,1
"3326","chr14",84117655,84117861,207,"*",2.51,1.76,3.01,-1.25,0.123,0.552
"3327","chr12",132385062,132385448,387,"*",2.41,1.58,2.94,-1.36,0.123,0.552
"3328","chr13",110104144,110104391,248,"*",3.37,2.76,3.8,-1.04,0.123,0.552
"3329","chr2",219151268,219152592,1325,"*",3.51,3.94,2.89,1.05,0.123,0.552
"3330","chr11",1001746,1001970,225,"*",2.84,2.14,3.32,-1.18,0.123,0.552
"3331","chr19",45244911,45246912,2002,"*",4.88,4.46,5.2,-0.74,0.123,0.552
"3332","chr17",57773624,57774584,961,"*",1.48,2.15,0.17,1.98,0.123,1
"3333","chr2",159754205,159754441,237,"*",1.99,0.94,2.6,-1.66,0.124,0.552
"3334","chr18",47018055,47018836,782,"*",5.07,4.66,5.39,-0.73,0.124,0.552
"3335","chr7",7478593,7478865,273,"*",2.79,2.06,3.27,-1.21,0.124,0.552
"3336","chr12",117468527,117470660,2134,"*",4.24,4.6,3.75,0.85,0.124,0.552
"3337","chr8",27132019,27132292,274,"*",3.51,2.95,3.92,-0.97,0.124,0.552
"3338","chr14",53176955,53177419,465,"*",2.38,1.35,2.98,-1.63,0.124,0.552
"3339","chr2",233852086,233853533,1448,"*",3.78,4.2,3.19,1.01,0.124,0.552
"3340","chr2",237731611,237735808,4198,"*",7.08,7.26,6.87,0.38,0.124,0.552
"3341","chr1",147825845,147826117,273,"*",1.36,0.13,2.01,-1.88,0.124,1
"3342","chr10",29412794,29415588,2795,"*",4.52,4.86,4.08,0.77,0.124,0.552
"3343","chr4",143521678,143522174,497,"*",3.86,4.24,3.34,0.9,0.124,0.552
"3344","chr11",126080980,126082067,1088,"*",4.38,3.94,4.72,-0.78,0.124,0.552
"3345","chr7",6050806,6051055,250,"*",3.09,2.46,3.53,-1.07,0.124,0.552
"3346","chr8",125299394,125299680,287,"*",3.53,3,3.92,-0.92,0.124,0.552
"3347","chr13",30626474,30626747,274,"*",2.77,2.08,3.23,-1.15,0.124,0.552
"3348","chr9",137830390,137830770,381,"*",1.43,0.13,2.11,-1.98,0.124,1
"3349","chr11",1283526,1283854,329,"*",3.14,2.49,3.58,-1.09,0.124,0.553
"3350","chr1",175498889,175499581,693,"*",1.05,-0.23,1.72,-1.95,0.125,1
"3351","chr15",88769565,88769744,180,"*",1.05,-0.23,1.72,-1.95,0.125,1
"3352","chr16",71838363,71839243,881,"*",1.05,-0.23,1.72,-1.95,0.125,1
"3353","chr2",177929217,177929452,236,"*",1.05,-0.23,1.72,-1.95,0.125,1
"3354","chrX",70173841,70174044,204,"*",1.05,-0.23,1.72,-1.95,0.125,1
"3355","chr14",23794711,23795031,321,"*",1.65,0.6,2.25,-1.64,0.125,1
"3356","chr7",55619884,55620465,582,"*",1.65,0.6,2.25,-1.64,0.125,1
"3357","chr2",209847784,209848795,1012,"*",3.04,3.55,2.23,1.32,0.125,0.553
"3358","chr6",136582422,136582625,204,"*",2.9,2.24,3.35,-1.11,0.125,0.553
"3359","chr17",76802672,76802899,228,"*",2.64,1.9,3.13,-1.23,0.125,0.553
"3360","chr5",11656881,11657345,465,"*",2.87,3.32,2.21,1.12,0.125,0.553
"3361","chr16",82403761,82404004,244,"*",1.43,0.25,2.08,-1.83,0.125,1
"3362","chr12",83304100,83304312,213,"*",2.42,1.48,2.99,-1.51,0.125,0.553
"3363","chr12",123983109,123983346,238,"*",2.93,3.38,2.27,1.11,0.125,0.553
"3364","chr2",23583605,23583880,276,"*",3.35,2.68,3.8,-1.13,0.125,0.553
"3365","chr20",19524426,19524700,275,"*",3.51,2.89,3.95,-1.05,0.125,0.554
"3366","chr1",26343923,26344154,232,"*",2.31,1.35,2.88,-1.53,0.125,0.554
"3367","chr1",26145966,26147205,1240,"*",5.26,4.92,5.53,-0.6,0.125,0.554
"3368","chr12",123472224,123472425,202,"*",2.22,1.36,2.75,-1.4,0.125,0.554
