"","1a","1b","2a","2b","3b","3a"
"chr13:114631659-114631972",108,3,86,6,4,60
"chr13:114789498-114789642",18,7,12,25,4,15
"chr13:114797689-114798092",135,19,127,51,15,82
"chr13:114801319-114801777",102,17,83,37,14,61
"chr13:114844142-114844418",40,4,42,5,7,25
"chr13:114960193-114960337",31,1,9,7,8,16
"chr13:115046833-115047095",52,4,43,9,3,29
"chr14:19527273-19527474",4,1,1,1,1,3
"chr14:20046000-20046154",18,1,12,2,1,8
"chr14:20386748-20386904",12,6,6,26,4,15
"chr14:20643589-20643754",44,2,15,20,8,25
"chr14:21100326-21100501",32,9,34,12,7,18
"chr14:21101214-21101461",58,15,43,21,12,33
"chr14:21139853-21140064",42,7,21,39,12,24
"chr14:21307748-21307901",37,4,10,18,9,30
"chr14:21317302-21317616",53,14,46,70,35,33
"chr14:22632498-22632916",244,23,205,83,37,177
"chr14:22634909-22635222",103,8,51,7,5,58
"chr14:22635481-22635865",88,3,43,24,5,54
"chr14:22733602-22733977",74,13,61,56,24,47
"chr14:22741122-22741767",304,15,263,28,9,201
"chr14:22764056-22764226",32,2,10,23,13,11
"chr14:22764582-22764930",38,12,17,39,9,27
"chr14:22917159-22917381",62,4,30,22,11,43
"chr14:23028181-23028417",49,10,40,34,24,37
"chr14:23041680-23041896",47,18,10,48,28,25
"chr14:23169448-23169625",44,3,14,6,4,22
"chr14:23541415-23541646",70,12,49,14,4,49
"chr14:23548084-23548262",26,8,17,26,6,18
"chr14:23623327-23623613",48,6,50,13,8,30
"chr14:23623669-23623889",60,9,37,15,4,22
"chr14:23640931-23641188",64,16,53,34,22,42
"chr14:23643147-23643554",142,35,49,127,66,84
"chr14:24073920-24074134",59,3,36,11,6,41
"chr14:24109824-24110024",40,9,31,16,5,22
"chr14:24158894-24159298",42,21,25,39,30,25
"chr14:24163579-24164053",119,15,86,51,17,71
"chr14:24237482-24237754",72,16,13,52,37,49
"chr14:24299481-24299696",22,11,8,40,12,19
"chr14:24454257-24454409",29,7,25,19,7,25
"chr14:24530634-24530931",107,5,82,6,8,65
"chr14:24571844-24572004",36,8,24,6,4,16
"chr14:24845092-24845307",64,8,49,23,3,29
"chr14:24865410-24865637",38,4,33,29,18,27
"chr14:24901809-24902114",100,7,90,22,14,65
"chr14:24952962-24953366",100,8,100,12,5,74
"chr14:25230478-25230613",32,8,9,21,10,19
"chr14:25462244-25462443",18,7,5,39,12,16
"chr14:25620579-25620858",40,4,26,45,25,23
"chr14:26165543-26165754",48,4,15,18,3,28
"chr14:26193553-26193931",175,12,145,13,10,115
"chr14:26308889-26309263",134,2,49,8,9,84
"chr14:26311403-26311706",58,7,19,32,7,37
"chr14:26311819-26312019",44,4,12,17,4,25
"chr14:26917744-26917941",39,2,17,10,4,21
"chr14:27461732-27461946",46,1,21,16,5,42
"chr14:28160265-28160458",46,7,14,12,4,34
"chr14:28208860-28209314",150,21,46,50,23,94
"chr14:28317547-28317860",58,7,29,37,12,38
"chr14:28370198-28370351",37,5,5,3,1,19
"chr14:28380891-28381181",131,15,37,25,13,80
"chr14:28428319-28428518",42,2,16,9,4,41
"chr14:28610856-28611172",74,14,34,39,12,40
"chr14:28683730-28683895",29,3,6,7,5,15
"chr14:28879888-28880240",106,11,103,43,18,81
"chr14:29599981-29600161",44,12,12,43,17,24
"chr14:30268757-30268896",20,4,4,31,12,18
"chr14:30364763-30365191",85,13,71,45,19,35
"chr14:30365609-30365849",30,6,10,29,6,23
"chr14:31495691-31495944",35,13,36,31,12,21
"chr14:31795438-31795604",26,2,9,21,12,12
"chr14:31856459-31856656",17,5,11,31,11,11
"chr14:31889140-31889370",42,8,31,15,8,15
"chr14:31910588-31910895",48,14,24,32,15,38
"chr14:32036903-32037171",59,7,11,29,2,29
"chr14:32288657-32288826",28,7,5,20,4,20
"chr14:32436362-32436524",37,5,20,5,4,17
"chr14:32539531-32539799",36,15,12,37,29,18
"chr14:32603935-32604136",28,5,8,28,13,23
"chr14:32777104-32777319",42,4,29,23,11,35
"chr14:32777450-32777670",40,8,14,28,11,28
"chr14:32978810-32979228",166,12,127,43,16,103
"chr14:33137068-33137319",24,6,3,25,13,14
"chr14:33638218-33638362",22,8,6,24,7,18
"chr14:33693252-33693422",27,2,2,20,8,17
"chr14:34241514-34241727",47,3,51,3,4,27
"chr14:34250179-34250435",56,2,25,5,4,46
"chr14:34250487-34251201",351,30,300,89,41,261
"chr14:34559357-34559574",47,9,43,11,10,22
"chr14:34795139-34795388",72,6,45,6,6,43
"chr14:34837374-34837641",64,4,35,16,15,37
"chr14:35098824-35099026",29,11,32,33,15,12
"chr14:35515269-35515422",31,6,26,15,7,10
"chr14:35609935-35610239",29,5,15,60,12,23
"chr14:35711982-35712188",54,5,18,25,11,24
"chr14:35800917-35801129",42,8,39,21,11,24
"chr14:35810067-35810537",182,19,128,34,15,111
"chr14:35823121-35823329",44,9,16,30,18,33
"chr14:36022704-36022855",17,5,1,24,8,14
"chr14:36677937-36678230",45,11,11,66,17,29
"chr14:36920751-36920958",22,6,17,36,11,24
"chr14:37170268-37170617",112,12,39,65,16,65
"chr14:37240117-37240347",64,10,25,33,12,39
"chr14:37240589-37240781",39,4,19,21,2,20
"chr14:37325373-37325658",124,32,70,93,36,72
"chr14:37683021-37683204",44,7,11,18,5,22
"chr14:37752496-37752802",22,5,28,33,19,13
"chr14:37905742-37906013",46,9,19,39,14,29
"chr14:37998907-37999159",90,11,49,32,19,54
"chr14:38015898-38016674",246,24,119,133,65,162
"chr14:38035876-38036575",272,45,91,178,89,166
"chr14:38057114-38057784",139,32,146,72,35,92
"chr14:38110325-38110684",80,7,21,43,12,52
"chr14:38119644-38120209",201,26,81,74,33,136
"chr14:38406249-38406817",110,19,50,61,28,76
"chr14:38519080-38519320",54,5,35,6,3,42
"chr14:38655015-38655253",60,6,13,22,5,40
"chr14:38656830-38657215",81,3,56,18,9,58
"chr14:38798563-38798999",90,17,30,59,23,59
"chr14:40353416-40353752",67,12,39,33,10,52
"chr14:40474359-40474578",43,2,12,19,5,37
"chr14:40690736-40690902",40,10,12,18,8,25
"chr14:40740772-40741131",36,3,16,61,11,20
"chr14:40834604-40834885",101,9,19,30,4,66
"chr14:40837654-40837873",27,3,16,29,9,31
"chr14:41146235-41146605",60,11,26,45,15,33
"chr14:41184055-41184260",36,7,12,56,20,28
"chr14:41285625-41285963",119,3,41,8,3,78
"chr14:41918483-41918665",57,8,14,30,14,44
"chr14:42055520-42055837",32,9,29,84,19,21
"chr14:42109284-42109531",46,7,18,26,8,18
"chr14:42173125-42173317",45,7,19,22,1,19
"chr14:42212006-42212171",41,2,17,3,3,26
"chr14:42599838-42600149",88,5,28,12,6,52
"chr14:42684288-42684465",58,4,25,4,1,37
"chr14:43220089-43220237",35,3,12,15,5,16
"chr14:43488798-43489288",147,9,53,31,10,93
"chr14:43553846-43554051",17,5,12,23,8,18
"chr14:43637680-43637868",62,7,19,17,12,38
"chr14:43889708-43889876",30,2,2,1,3,23
"chr14:43918606-43918822",48,2,31,20,6,37
"chr14:43929777-43930376",213,23,66,104,38,137
"chr14:44118786-44119129",144,7,62,19,5,95
"chr14:44248482-44248737",58,10,14,25,15,42
"chr14:44249723-44250167",79,18,21,61,22,62
"chr14:44258761-44258959",26,2,14,13,5,18
"chr14:44259917-44260160",76,2,56,17,8,57
"chr14:44344472-44344689",58,3,24,22,6,41
"chr14:44367456-44367676",85,7,24,21,11,58
"chr14:44720351-44720485",30,6,5,21,4,14
"chr14:44918962-44919131",29,5,22,18,9,20
"chr14:44990263-44990449",37,6,13,12,6,18
"chr14:45464460-45464676",27,8,12,21,15,11
"chr14:46102226-46102370",23,5,6,22,7,16
"chr14:48063733-48063929",21,4,7,20,14,16
"chr14:48088635-48088923",124,5,73,8,4,84
"chr14:49082559-49082763",28,10,9,21,19,17
"chr14:49606457-49606605",30,2,6,12,5,16
"chr14:49624475-49624712",77,4,43,16,4,44
"chr14:49958882-49959150",99,18,63,55,20,57
"chr14:49972090-49972552",106,25,76,105,36,81
"chr14:49994144-49994358",44,3,14,27,5,21
"chr14:50143462-50143668",58,9,55,20,9,31
"chr14:50459596-50460053",296,19,260,35,15,249
"chr14:50466184-50466481",92,14,41,32,14,58
"chr14:50467906-50468230",51,7,50,27,10,33
"chr14:50470545-50470765",61,12,47,26,17,33
"chr14:50484931-50485560",326,48,278,122,61,214
"chr14:50506799-50507045",82,10,72,32,17,54
"chr14:50799849-50800105",83,6,45,9,5,60
"chr14:50914240-50914555",99,14,34,48,3,59
"chr14:51377466-51377710",54,10,30,35,14,37
"chr14:51431295-51431490",65,7,21,20,14,25
"chr14:52001419-52001729",64,17,48,37,17,35
"chr14:52727266-52727728",63,27,47,93,45,43
"chr14:52938118-52938369",71,2,18,18,5,42
"chr14:52993880-52994042",41,9,18,24,23,30
"chr14:53150838-53151023",39,9,26,9,3,26
"chr14:53302276-53302436",36,3,16,14,6,26
"chr14:53570662-53570927",59,12,45,36,17,31
"chr14:53622225-53622367",32,5,10,19,10,20
"chr14:53697970-53698304",205,9,107,26,9,137
"chr14:53940338-53940475",24,6,6,18,10,17
"chr14:54077787-54077946",14,7,1,27,8,20
"chr14:54410272-54410489",57,10,25,31,13,39
"chr14:54725155-54725297",47,3,27,7,5,27
"chr14:55588955-55589095",33,2,8,16,11,21
"chr14:55589419-55589607",44,12,42,20,11,41
"chr14:57221756-57222080",53,14,31,36,10,28
"chr14:57504849-57504994",36,6,19,6,3,25
"chr14:57845429-57845717",46,3,22,67,12,19
"chr14:57922065-57922250",27,5,10,28,14,21
"chr14:58249921-58250098",27,3,14,30,8,12
"chr14:58725952-58726266",108,8,103,38,22,83
"chr14:58754368-58754552",29,8,12,15,11,29
"chr14:59721194-59721404",56,16,47,26,20,34
"chr14:59744852-59745130",135,15,67,64,28,83
"chr14:59777310-59777594",24,11,13,31,21,18
"chr14:59778361-59778575",55,5,34,26,18,42
"chr14:59827919-59828235",143,27,125,79,28,90
"chr14:60085886-60086211",177,8,67,10,17,128
"chr14:60385925-60386083",29,7,23,26,13,13
"chr14:60436129-60436609",54,17,21,38,25,35
"chr14:60743098-60743278",32,3,5,24,10,15
"chr14:61083411-61083702",36,10,22,48,29,15
"chr14:61095005-61095272",52,4,17,15,5,51
"chr14:61317750-61318031",33,10,10,39,4,16
"chr14:61329148-61329367",45,14,18,35,25,34
"chr14:61531290-61531418",29,4,7,20,16,16
"chr14:61822629-61822889",34,9,34,17,16,18
"chr14:61833990-61834222",57,13,43,31,7,24
"chr14:61855058-61855226",49,8,25,24,7,26
"chr14:61876555-61876767",40,12,18,39,20,24
"chr14:61929540-61929804",92,9,57,18,11,55
"chr14:61951939-61952198",115,16,83,30,16,68
"chr14:61976023-61976225",40,6,20,15,8,33
"chr14:61980832-61981010",36,7,28,18,11,36
"chr14:61981062-61981295",55,7,27,30,13,33
"chr14:61982064-61982465",111,7,86,17,11,59
"chr14:61992077-61992286",45,6,44,28,9,31
"chr14:61993659-61993944",85,10,62,22,17,63
"chr14:62020441-62020856",160,14,117,38,12,113
"chr14:62025964-62026341",228,21,210,70,35,166
"chr14:62028613-62028824",39,8,25,16,10,24
"chr14:62178318-62178492",29,4,12,19,6,14
"chr14:62180650-62181078",172,15,92,60,21,105
"chr14:62401797-62402082",105,5,83,9,5,52
"chr14:62407520-62407711",40,10,20,31,9,23
"chr14:63158997-63159195",22,6,10,23,2,14
"chr14:63203044-63203379",103,17,63,37,18,58
"chr14:64003239-64003407",26,7,4,21,9,13
"chr14:64014510-64014867",84,14,57,55,28,46
"chr14:64126474-64126866",168,16,117,28,17,113
"chr14:64130565-64131102",143,32,123,68,52,91
"chr14:64144547-64145035",212,39,94,122,62,126
"chr14:64180499-64180766",101,11,42,21,7,58
"chr14:64389977-64390140",34,2,20,8,8,25
"chr14:64393249-64393383",34,4,6,5,1,16
"chr14:64638471-64638611",34,5,12,2,4,20
"chr14:64682717-64682943",65,22,39,39,18,47
"chr14:64701666-64702064",184,20,178,43,20,113
"chr14:65092167-65092607",93,27,60,64,24,60
"chr14:65106130-65106316",51,12,16,22,14,29
"chr14:65283796-65284061",78,7,86,18,6,70
"chr14:65405359-65405539",37,20,24,28,14,26
"chr14:65433637-65434057",101,13,88,45,20,55
"chr14:65585019-65585526",304,27,282,83,43,239
"chr14:65697237-65697493",56,10,46,34,12,32
"chr14:65721989-65722394",98,7,78,26,17,66
"chr14:65725058-65725611",217,21,114,69,29,127
"chr14:65823191-65823611",142,9,104,39,22,70
"chr14:65973606-65973868",57,10,35,33,11,41
"chr14:66055393-66055700",21,8,17,31,18,21
"chr14:66143408-66143630",29,8,3,29,4,21
"chr14:66283766-66284216",125,24,65,35,31,77
"chr14:66433059-66433180",30,3,23,15,12,20
"chr14:67003630-67004006",66,3,35,28,4,41
"chr14:67399285-67399636",85,9,52,40,20,52
"chr14:67600857-67601087",35,2,8,14,12,12
"chr14:67778590-67779005",114,16,42,95,33,74
"chr14:67907357-67907640",81,11,72,39,16,56
"chr14:67912845-67913244",98,15,59,32,18,71
"chr14:67928562-67928828",55,7,50,9,6,34
"chr14:67946636-67947354",307,41,349,108,57,201
"chr14:68000508-68000749",95,14,76,28,19,56
"chr14:68631486-68631777",14,7,9,41,19,11
"chr14:68644405-68644957",239,39,125,132,70,171
"chr14:68658465-68658966",50,33,14,91,43,31
"chr14:68661922-68662087",21,8,6,28,10,20
"chr14:68722668-68722918",49,15,26,53,29,31
"chr14:68860297-68860517",38,6,22,11,3,31
"chr14:68871459-68871652",46,3,24,9,7,27
"chr14:68925659-68926122",183,40,153,120,71,133
"chr14:68935486-68935712",45,8,22,27,11,25
"chr14:68936124-68936387",45,13,27,41,22,37
"chr14:69031915-69032112",37,6,36,23,6,25
"chr14:69036650-69037202",326,41,294,115,69,209
"chr14:69043406-69043539",31,6,21,25,8,20
"chr14:69258506-69258701",52,3,30,16,7,21
"chr14:69363399-69363582",47,3,43,16,6,33
"chr14:69412682-69412978",122,13,130,37,14,97
"chr14:69444120-69444332",75,10,56,13,6,35
"chr14:69823802-69824043",53,9,35,24,10,35
"chr14:69824289-69824681",189,25,128,72,38,100
"chr14:69877787-69877956",29,7,20,28,10,22
"chr14:69924151-69924355",54,5,44,33,17,33
"chr14:69998196-69998385",53,16,7,40,24,35
"chr14:70072590-70072877",67,11,42,8,5,24
"chr14:70110141-70110407",34,13,17,43,21,22
"chr14:70129863-70130072",39,9,7,42,10,28
"chr14:70207831-70208079",55,16,9,56,20,24
"chr14:70278197-70278445",46,19,55,39,26,28
"chr14:70302244-70302378",28,5,6,16,6,12
"chr14:70315725-70315968",58,9,32,22,9,21
"chr14:70322053-70322428",92,21,42,39,22,51
"chr14:70721853-70722043",32,11,25,35,12,21
"chr14:70861498-70861683",15,6,10,28,14,11
"chr14:71129501-71129704",42,3,14,16,6,25
"chr14:71130429-71130614",34,4,32,3,4,23
"chr14:71299256-71299465",41,10,35,28,5,26
"chr14:71583533-71583719",25,8,11,23,12,19
"chr14:71938406-71938737",72,4,43,29,8,44
"chr14:71942706-71942888",38,3,26,7,2,28
"chr14:71967547-71967766",58,8,46,6,2,36
"chr14:72265512-72265690",38,6,20,24,13,25
"chr14:72270482-72270693",28,5,9,24,17,27
"chr14:72645369-72645504",28,6,8,22,8,17
"chr14:72967253-72967501",53,13,46,47,23,51
"chr14:73084541-73084706",33,4,26,17,2,26
"chr14:73182639-73182795",38,3,31,3,2,19
"chr14:73379748-73379898",24,9,8,4,2,20
"chr14:73390976-73391321",116,28,78,69,24,83
"chr14:73393225-73393735",106,19,80,50,19,61
"chr14:73493831-73494096",48,17,35,55,22,23
"chr14:73524917-73525088",43,22,38,46,11,28
"chr14:73882776-73882972",21,8,8,29,17,16
"chr14:73992976-73993251",139,9,105,25,8,90
"chr14:74029491-74029653",43,7,19,12,4,26
"chr14:74207071-74207280",49,9,31,15,7,25
"chr14:74207641-74207924",92,7,56,28,9,46
"chr14:74222188-74222520",142,10,110,12,15,85
"chr14:74224595-74224887",82,8,60,36,14,54
"chr14:74242402-74242552",51,6,24,12,3,31
"chr14:74249308-74249573",101,3,88,7,4,58
"chr14:74252251-74252584",72,10,60,22,10,44
"chr14:74262711-74262981",94,7,53,12,9,43
"chr14:74303575-74303831",82,21,43,62,31,55
"chr14:74459583-74459783",26,3,17,19,16,16
"chr14:74463438-74463698",69,7,36,29,15,24
"chr14:74464747-74465024",69,14,41,46,22,37
"chr14:74613781-74614006",56,2,55,3,3,36
"chr14:74628322-74628477",34,10,35,25,7,23
"chr14:74775431-74775793",151,16,110,28,18,103
"chr14:75033490-75033917",92,17,66,17,17,52
"chr14:75125360-75125536",52,4,23,4,5,29
"chr14:75389118-75389419",136,8,114,24,12,89
"chr14:75445029-75445705",175,25,163,33,13,140
"chr14:75535893-75536332",105,15,76,30,20,53
"chr14:75536434-75536738",59,14,69,35,16,34
"chr14:75649716-75650197",114,5,63,35,12,91
"chr14:75667104-75667375",56,11,31,19,7,25
"chr14:75673053-75673229",60,4,13,16,5,33
"chr14:75719113-75719251",56,6,40,11,2,27
"chr14:75721110-75721501",109,10,86,19,12,60
"chr14:75721679-75722052",173,12,167,19,7,134
"chr14:75722842-75722993",31,2,12,3,2,17
"chr14:75725313-75725741",183,13,163,36,15,110
"chr14:75726687-75727374",323,14,137,76,37,220
"chr14:75741982-75742216",83,3,56,4,2,51
"chr14:75749928-75750198",93,10,59,48,15,67
"chr14:75760692-75760900",30,10,44,18,9,22
"chr14:75761937-75762090",31,8,30,23,13,18
"chr14:75987682-75988098",179,35,108,95,48,98
"chr14:76002224-76002767",180,26,117,75,39,103
"chr14:76009147-76009403",58,7,56,36,14,46
"chr14:76101075-76101494",82,17,43,29,19,57
"chr14:76141727-76141924",44,15,15,34,22,25
"chr14:76839906-76840074",35,10,29,27,17,18
"chr14:77049970-77050130",29,7,34,19,10,22
"chr14:77117999-77118359",174,11,157,18,10,115
"chr14:77228053-77228287",31,14,27,34,21,15
"chr14:77241056-77241266",49,3,47,9,6,37
"chr14:77366839-77367091",69,8,59,15,5,39
"chr14:77391245-77391460",53,10,49,11,3,21
"chr14:77419631-77420186",262,19,220,67,30,140
"chr14:77423874-77424187",86,9,84,16,8,58
"chr14:77442738-77443019",54,7,65,7,9,36
"chr14:77446897-77447130",40,8,34,15,7,26
"chr14:77470676-77470901",48,13,40,29,16,28
"chr14:77473770-77474002",83,10,69,32,16,56
"chr14:77474294-77474705",112,12,97,48,25,58
"chr14:77499627-77499899",48,6,45,39,13,28
"chr14:77500281-77500770",101,29,87,54,28,60
"chr14:77512002-77512261",52,15,31,16,12,38
"chr14:77513106-77513646",104,14,60,37,23,56
"chr14:77536028-77536185",25,7,30,12,1,22
"chr14:77566136-77566363",50,11,8,18,11,22
"chr14:77577534-77577821",126,8,114,65,19,86
"chr14:77610725-77611062",67,6,64,10,1,47
"chr14:77611309-77611553",114,3,65,3,4,71
"chr14:77612214-77612407",36,4,37,13,7,15
"chr14:77648525-77648667",34,7,27,39,20,21
"chr14:77784440-77784866",182,10,158,20,10,116
"chr14:77840635-77841134",190,11,80,27,20,128
"chr14:77866404-77867099",412,51,430,165,64,328
"chr14:78015888-78016066",38,7,27,4,1,18
"chr14:78165837-78166182",43,13,32,29,18,41
"chr14:78205309-78205574",69,8,13,21,5,30
"chr14:78377011-78377200",33,14,22,32,10,19
"chr14:78385051-78385242",33,5,15,40,13,22
"chr14:79791421-79791796",71,12,38,62,25,42
"chr14:79809444-79809579",38,4,21,11,2,26
"chr14:80469516-80469826",73,12,16,39,20,45
"chr14:80914617-80914896",44,11,13,40,15,25
"chr14:81251287-81251457",46,16,11,47,19,27
"chr14:81407998-81408306",44,19,41,41,17,35
"chr14:81610801-81611239",65,15,16,52,28,39
"chr14:81753800-81753992",54,5,33,8,4,35
"chr14:81769666-81769930",68,15,63,38,23,41
"chr14:82002832-82003095",70,10,30,48,12,51
"chr14:82003588-82003796",64,12,18,35,22,36
"chr14:82452522-82452678",31,4,9,21,6,20
"chr14:83962801-83962935",33,3,7,3,1,20
"chr14:84283195-84283516",80,13,21,54,29,57
"chr14:84702577-84702806",77,5,19,26,5,44
"chr14:86053641-86053990",96,12,26,53,22,49
"chr14:86062377-86062784",103,12,68,41,13,61
"chr14:86168596-86168794",19,9,8,25,10,11
"chr14:86453746-86453887",20,7,7,19,12,14
"chr14:87670327-87670575",27,4,5,20,17,9
"chr14:88365710-88365892",54,4,13,19,10,22
"chr14:88477120-88477379",94,11,26,21,6,45
"chr14:88511262-88511708",84,9,47,42,31,47
"chr14:88658551-88658793",60,5,33,7,5,38
"chr14:88935328-88935724",206,16,160,37,12,131
"chr14:88942854-88943089",64,10,39,17,5,40
"chr14:89023595-89023757",48,14,20,62,23,18
"chr14:89154384-89154530",33,3,15,6,2,25
"chr14:89216821-89217081",34,8,15,66,16,19
"chr14:89883491-89883734",38,8,25,28,12,16
"chr14:90039354-90039544",31,9,24,18,11,20
"chr14:90120593-90120773",31,5,12,5,2,19
"chr14:90139255-90139563",55,10,35,39,21,38
"chr14:90909573-90910224",156,21,117,37,12,107
"chr14:90910451-90910782",90,12,79,26,5,57
"chr14:90970040-90970362",109,10,93,34,10,72
"chr14:90975250-90975579",44,13,47,32,11,39
"chr14:90978594-90979252",319,57,318,148,64,220
"chr14:91090618-91090808",36,7,28,18,5,20
"chr14:91575697-91575976",60,8,37,24,6,43
"chr14:91592750-91593010",66,11,64,27,5,50
"chr14:91593705-91594279",159,22,143,64,26,92
"chr14:91615795-91616088",48,13,27,39,12,29
"chr14:91631118-91631357",40,11,28,18,5,24
"chr14:91742714-91743262",311,92,235,230,156,202
"chr14:91746325-91746740",63,13,61,36,16,36
"chr14:91757489-91757691",55,9,36,11,7,23
"chr14:91792262-91792717",144,21,95,58,29,72
"chr14:91798174-91798777",140,20,139,41,19,85
"chr14:91837218-91837379",45,3,42,6,4,19
"chr14:91845483-91845927",151,18,146,35,12,95
"chr14:91859408-91859712",105,8,85,9,6,62
"chr14:91946299-91946509",26,8,14,28,23,15
"chr14:91999473-91999634",28,4,14,33,11,21
"chr14:92221983-92222197",31,8,15,31,13,19
"chr14:92300972-92301217",35,20,16,31,17,22
"chr14:92814533-92814941",95,20,53,77,36,45
"chr14:93383707-93384116",87,13,75,32,18,39
"chr14:93412550-93412917",111,11,90,24,7,75
"chr14:93430138-93430456",120,7,81,26,10,69
"chr14:93440201-93440861",310,29,286,105,42,185
"chr14:93448272-93448519",58,5,61,5,6,34
"chr14:93483634-93484171",344,30,363,62,33,252
"chr14:93498900-93499203",96,6,79,17,10,46
"chr14:93499422-93499727",125,17,102,32,9,83
"chr14:93509771-93510146",132,19,114,38,17,84
"chr14:93511332-93511931",317,38,319,63,33,227
"chr14:93512341-93512632",108,15,96,18,6,70
"chr14:93550277-93550546",54,11,58,11,7,32
"chr14:94013335-94013491",38,1,18,11,1,22
"chr14:94425701-94426186",185,30,186,70,31,118
"chr14:94493943-94494255",107,12,78,29,8,59
"chr14:94494880-94495112",70,11,50,39,19,47
"chr14:94787705-94788005",88,5,66,2,3,60
"chr14:94801219-94801513",141,4,45,14,8,83
"chr14:94806980-94807301",71,5,27,10,2,35
"chr14:94857006-94857436",174,14,150,22,4,113
"chr14:94916529-94916724",48,12,13,23,7,22
"chr14:94988751-94988970",53,2,37,8,10,27
"chr14:95049386-95049512",29,3,23,9,8,17
"chr14:95060326-95060671",88,14,68,42,30,54
"chr14:95064876-95065125",65,3,61,10,6,20
"chr14:95076873-95077321",96,24,62,63,22,72
"chr14:95078918-95079143",31,9,30,17,5,24
