"","1a","1b","2a","2b","3b","3a"
"chr1:157272757-157272909",28,11,18,31,12,17
"chr1:157280955-157281284",167,61,143,158,108,120
"chr1:157333303-157333777",252,109,226,240,179,170
"chr1:157339615-157340091",219,97,191,261,179,151
"chr1:157347026-157347437",182,76,165,209,145,127
"chr1:157459106-157459631",194,109,147,214,151,167
"chr1:157460242-157460728",214,101,213,237,139,152
"chr1:157465862-157466265",199,100,176,237,184,142
"chr1:157475356-157475893",259,131,243,294,210,185
"chr1:157539546-157539771",46,10,21,58,20,35
"chr1:157549950-157550457",200,85,96,221,148,134
"chr1:157595931-157596232",73,18,51,74,24,51
"chr1:157661105-157661544",189,71,103,204,133,123
"chr1:157721197-157721383",45,13,35,39,28,36
"chr1:157740339-157740530",41,13,26,32,7,25
"chr1:157743561-157743880",138,46,108,129,71,83
"chr1:157847841-157848223",135,44,73,159,76,73
"chr1:157918309-157918784",169,76,160,187,100,131
"chr1:157930626-157930922",69,21,49,84,39,44
"chr1:157933394-157933857",176,82,223,251,195,130
"chr1:157939485-157939921",197,83,148,225,142,133
"chr1:157961685-157962172",233,117,238,255,187,174
"chr1:158005738-158006132",173,40,96,205,128,103
"chr1:158057000-158057723",309,160,282,330,257,226
"chr1:158065397-158065988",184,79,188,193,111,131
"chr1:158083292-158083643",106,39,95,111,44,56
"chr1:158087574-158088095",249,115,241,265,139,173
"chr1:158091369-158091907",252,125,246,286,195,183
"chr1:158094738-158095142",234,138,233,255,211,169
"chr1:158173546-158174052",217,113,136,268,191,162
"chr1:158216457-158216782",121,44,82,156,99,87
"chr1:158252354-158252506",31,13,16,36,10,20
"chr1:158299659-158299966",150,60,117,149,89,94
"chr1:158394941-158395061",18,1,2,22,11,10
"chr1:158466257-158466474",49,12,17,70,25,48
"chr1:158476201-158476477",109,41,65,105,53,67
"chr1:158496986-158497324",131,54,90,180,102,99
"chr1:158618925-158619102",28,4,7,22,9,18
"chr1:158763441-158763685",50,12,22,55,27,25
"chr1:158942728-158942949",52,14,19,49,31,32
"chr1:158968423-158968895",161,63,94,237,140,117
"chr1:159041859-159042109",116,55,49,148,85,75
"chr1:159059051-159059320",88,29,28,112,69,64
"chr1:159102023-159102495",206,79,205,222,164,138
"chr1:159130669-159131193",231,126,234,255,196,167
"chr1:159166328-159166667",105,40,84,90,49,60
"chr1:159167749-159168298",226,105,207,251,173,161
"chr1:159181230-159181674",222,94,237,267,189,165
"chr1:159183886-159184392",206,94,217,252,171,149
"chr1:159220742-159220881",26,5,16,16,8,16
"chr1:159391737-159391911",44,14,28,27,13,28
"chr1:159670239-159670350",28,9,13,22,9,17
"chr1:159745644-159745856",58,15,33,62,22,40
"chr1:159750249-159750801",261,134,252,236,158,170
"chr1:159760107-159760510",151,56,109,161,119,108
"chr1:159767759-159767974",66,8,49,47,35,37
"chr1:159768505-159769168",292,142,269,329,213,226
"chr1:159799045-159799413",206,89,181,192,128,133
"chr1:159805992-159806222",67,26,25,64,19,38
"chr1:159820820-159820971",36,9,19,29,16,28
"chr1:159861305-159861858",303,177,292,320,240,206
"chr1:159862753-159863070",124,49,94,136,80,90
"chr1:159894495-159894631",35,5,42,32,13,22
"chr1:159906065-159906651",267,154,257,295,198,164
"chr1:159915311-159915884",238,95,212,240,124,162
"chr1:159976166-159976521",195,121,184,216,157,158
"chr1:159977407-159977755",140,35,74,191,111,96
"chr1:160016321-160016894",199,76,194,200,137,146
"chr1:160027862-160028304",138,44,112,132,57,93
"chr1:160031376-160031619",118,25,88,73,27,81
"chr1:160048347-160048809",231,119,241,268,163,167
"chr1:160053769-160054421",266,133,256,291,182,196
"chr1:160055316-160055898",238,126,241,277,191,171
"chr1:160070689-160071209",252,124,282,260,201,172
"chr1:160078745-160079183",147,48,77,151,89,100
"chr1:160083308-160083442",29,10,25,26,10,17
"chr1:160094538-160094728",64,18,23,52,22,29
"chr1:160094983-160095121",36,8,17,20,8,22
"chr1:160132089-160132443",150,54,129,136,78,99
"chr1:160137591-160137752",35,17,34,27,14,28
"chr1:160162728-160163318",238,123,248,264,195,172
"chr1:160189413-160189786",149,72,128,172,92,111
"chr1:160221745-160222067",155,69,70,184,114,97
"chr1:160252737-160252869",33,10,27,45,15,23
"chr1:160261055-160261512",217,91,176,228,144,140
"chr1:160261587-160261795",44,11,33,37,32,24
"chr1:160324175-160324566",180,72,150,165,95,134
"chr1:160346232-160346765",247,122,205,269,202,177
"chr1:160386220-160386550",147,58,151,151,97,105
"chr1:160398436-160398769",133,57,123,188,116,92
"chr1:160464395-160464738",145,57,118,140,64,110
"chr1:160489747-160489920",26,7,10,34,16,8
"chr1:160514461-160514857",159,56,64,174,80,107
"chr1:160520342-160520517",44,5,31,21,11,24
"chr1:160557579-160557799",57,20,25,88,42,37
"chr1:160576870-160577401",179,56,97,201,132,120
"chr1:160588568-160588855",111,30,38,91,60,76
"chr1:160645269-160645727",222,100,201,233,175,145
"chr1:160651276-160651598",134,42,107,103,65,82
"chr1:160662238-160662646",133,57,113,139,75,90
"chr1:160668408-160668629",16,1,3,9,5,8
"chr1:160675549-160675738",44,8,20,45,22,28
"chr1:160694479-160694636",35,7,19,36,14,18
"chr1:160696525-160697015",205,84,213,237,153,152
"chr1:160717986-160718235",78,17,51,63,34,49
"chr1:160738183-160738420",93,26,68,77,34,64
"chr1:160747215-160747714",204,61,141,196,104,129
"chr1:160749695-160750294",222,85,222,213,126,158
"chr1:160776135-160776332",41,10,16,63,18,27
"chr1:160791457-160791729",69,16,67,63,35,47
"chr1:160800310-160800827",214,105,198,233,164,143
"chr1:160804720-160805108",144,57,74,170,102,96
"chr1:160847079-160847272",56,10,15,48,18,31
"chr1:160854516-160854731",60,17,46,60,25,36
"chr1:160911253-160911430",19,10,18,20,7,14
"chr1:160912690-160913006",145,61,122,147,78,94
"chr1:160921114-160921532",193,92,174,203,124,132
"chr1:160923876-160924397",193,90,162,213,123,114
"chr1:160960064-160960536",191,89,144,210,144,130
"chr1:160963390-160963696",98,29,44,113,48,53
"chr1:160967042-160967487",189,78,180,187,122,122
"chr1:161011210-161011683",216,107,192,222,151,145
"chr1:161024693-161024918",51,10,35,41,28,33
"chr1:161041665-161041990",162,79,140,158,94,108
"chr1:161043582-161043845",105,43,91,75,32,75
"chr1:161049659-161049817",29,9,10,28,11,19
"chr1:161067314-161067940",238,110,211,274,184,166
"chr1:161068026-161068391",81,37,73,90,29,48
"chr1:161088904-161089068",46,11,26,26,13,24
"chr1:161089472-161089772",81,25,49,84,40,60
"chr1:161102590-161102885",73,27,51,72,18,53
"chr1:161109695-161109954",94,29,35,103,61,66
"chr1:161128870-161129176",92,31,75,80,30,58
"chr1:161135480-161136174",161,47,138,148,69,82
"chr1:161141020-161141317",92,27,74,92,45,57
"chr1:161150477-161150770",104,36,33,129,59,77
"chr1:161162279-161162761",223,123,218,254,162,161
"chr1:161163738-161163987",62,11,52,47,12,53
"chr1:161168096-161168300",38,17,25,30,11,20
"chr1:161172162-161172529",75,35,62,82,36,36
"chr1:161179503-161180028",223,104,231,259,160,170
"chr1:161195300-161195717",147,51,122,170,76,110
"chr1:161197038-161197586",251,117,197,260,158,161
"chr1:161199709-161200015",73,23,44,84,35,55
"chr1:161228653-161228806",18,7,23,23,4,13
"chr1:161261287-161261901",202,88,170,226,147,134
"chr1:161284521-161284800",106,35,82,103,47,82
"chr1:161337632-161337902",83,22,50,65,33,52
"chr1:161344233-161344498",109,36,33,121,58,75
"chr1:161351996-161352267",120,47,40,128,66,85
"chr1:161369166-161369508",106,39,83,78,36,57
"chr1:161369529-161369641",14,6,17,11,9,10
"chr1:161409961-161410529",229,96,201,211,127,152
"chr1:161416606-161417101",1,1,1,1,1,1
"chr1:161417294-161417994",1,1,1,1,1,1
"chr1:161419922-161420046",1,1,1,1,1,1
"chr1:161420640-161420823",1,1,1,1,1,1
"chr1:161424035-161424471",2,1,2,1,1,2
"chr1:161424712-161425413",1,1,1,1,1,1
"chr1:161428031-161428269",1,1,1,1,1,1
"chr1:161431456-161431884",1,1,1,1,1,1
"chr1:161432112-161432782",1,1,1,1,1,1
"chr1:161434692-161434872",1,1,1,1,1,1
"chr1:161435338-161435623",1,1,1,1,1,1
"chr1:161438817-161439243",1,1,1,1,1,1
"chr1:161439488-161440201",1,1,1,1,1,1
"chr1:161442112-161442301",7,4,4,8,3,4
"chr1:161454443-161454758",112,31,58,120,68,76
"chr1:161456768-161457317",201,91,133,229,136,141
"chr1:161510065-161510295",43,8,36,37,23,29
"chr1:161531238-161531527",41,4,15,54,15,26
"chr1:161535998-161536359",140,39,72,135,80,101
"chr1:161612614-161612881",50,15,18,64,23,32
"chr1:161617331-161617789",113,47,69,130,61,89
"chr1:161695660-161696148",94,22,73,85,42,54
"chr1:161696416-161696894",53,18,51,59,22,36
"chr1:161708581-161708899",147,69,83,142,90,106
"chr1:161711272-161711595",149,55,66,176,106,90
"chr1:161719381-161719744",111,30,68,90,48,53
"chr1:161719939-161720152",36,14,26,39,17,16
"chr1:161733276-161733659",122,49,48,160,94,98
"chr1:161762493-161762827",112,38,40,127,60,62
"chr1:161834439-161834663",53,27,12,53,28,44
"chr1:161875071-161875420",145,56,59,156,95,93
"chr1:161994056-161994255",54,19,22,73,24,35
"chr1:162006817-162007057",137,68,105,146,83,99
"chr1:162010392-162010823",149,64,103,190,107,115
"chr1:162025706-162026189",267,128,237,267,188,194
"chr1:162035189-162035554",120,49,77,144,83,92
"chr1:162039403-162039906",72,28,89,109,28,41
"chr1:162122379-162122503",77,8,69,19,10,44
"chr1:162167409-162167743",95,35,71,101,45,69
"chr1:162199990-162200320",131,62,88,142,74,99
"chr1:162209676-162210037",111,49,81,117,56,62
"chr1:162246360-162246644",106,33,45,138,63,60
"chr1:162327470-162327921",160,74,120,198,113,109
"chr1:162361802-162362245",159,62,67,194,121,104
"chr1:162366808-162367029",73,15,51,65,29,42
"chr1:162467942-162468079",21,8,23,22,11,16
"chr1:162478899-162479068",21,7,17,43,20,12
"chr1:162583398-162583831",194,82,178,223,153,144
"chr1:162597461-162597909",155,62,61,195,97,107
"chr1:162723226-162723399",44,16,26,31,11,33
"chr1:162760153-162760403",33,10,29,31,13,31
"chr1:162770005-162770456",156,72,86,185,125,124
"chr1:162792149-162792458",42,16,29,49,15,24
"chr1:162792516-162792716",34,13,41,31,16,32
"chr1:162817576-162818046",221,93,172,243,189,134
"chr1:162823961-162824391",160,75,74,203,138,117
"chr1:162844190-162844391",62,11,32,45,19,21
"chr1:162847804-162848195",160,74,118,191,121,110
"chr1:162908841-162909180",125,51,52,129,89,86
"chr1:162958717-162958986",73,19,54,48,29,35
"chr1:163039094-163039342",45,17,26,63,25,34
"chr1:163041539-163042034",212,102,173,219,132,154
"chr1:163140927-163141207",96,36,50,116,66,69
"chr1:163144414-163145143",215,94,216,266,163,155
"chr1:163285644-163285885",100,22,53,167,40,70
"chr1:163328846-163329237",150,39,70,203,133,95
"chr1:163330920-163331574",170,54,51,194,95,129
"chr1:163379676-163380139",196,82,110,211,147,125
"chr1:163498598-163498840",111,34,45,148,103,71
"chr1:163505657-163505965",107,30,62,140,63,77
"chr1:163531341-163531664",124,45,82,158,72,78
"chr1:163671551-163671870",80,34,24,118,51,49
"chr1:163777751-163777876",28,16,5,33,29,23
"chr1:163790070-163790283",43,9,24,71,24,28
"chr1:163843461-163843739",91,38,63,116,47,50
"chr1:164056550-164056735",36,7,10,38,16,20
"chr1:164061951-164062108",44,14,40,28,16,30
"chr1:164135672-164136122",194,108,187,232,150,130
"chr1:164209329-164209677",129,66,121,153,78,89
"chr1:164409501-164409772",76,42,64,88,47,46
"chr1:164479728-164479973",99,42,28,115,63,57
"chr1:164488020-164488253",58,13,52,36,22,38
"chr1:164571976-164572108",24,2,5,14,14,14
"chr1:164587077-164587442",163,59,135,179,119,117
"chr1:164594288-164594565",82,21,25,76,47,55
"chr1:164642886-164643246",140,63,128,166,90,97
"chr1:164674258-164674502",64,11,50,55,32,45
"chr1:164743720-164743887",40,6,21,24,13,19
"chr1:164756468-164756982",222,121,217,240,166,172
"chr1:164860929-164861188",66,28,42,82,24,58
"chr1:164883571-164883794",57,22,17,65,33,41
"chr1:164899587-164899737",51,19,16,38,21,21
"chr1:164919437-164919590",22,10,9,35,22,20
"chr1:164922437-164922666",95,25,54,101,31,60
"chr1:165042694-165042969",145,68,64,168,125,96
"chr1:165045010-165045388",181,86,162,203,140,140
"chr1:165083458-165083912",173,61,144,194,141,132
"chr1:165098759-165099209",194,82,179,220,142,132
"chr1:165112552-165113129",248,119,262,280,198,182
"chr1:165113853-165114451",213,86,183,253,161,150
"chr1:165122003-165122287",143,48,117,139,82,91
"chr1:165227207-165227562",192,91,152,206,151,136
"chr1:165259498-165259688",37,6,25,29,8,17
"chr1:165275859-165276056",54,13,27,41,12,38
"chr1:165336499-165337085",254,126,264,283,204,181
"chr1:165338301-165338920",259,123,263,272,195,177
"chr1:165362074-165362573",222,111,234,257,186,164
"chr1:165373097-165373543",199,90,168,212,120,144
"chr1:165377765-165378088",140,42,103,124,83,101
"chr1:165562114-165562610",196,82,123,223,154,137
"chr1:165570836-165571271",175,79,143,186,116,122
"chr1:165648653-165648806",33,8,15,42,19,27
"chr1:165655414-165655659",86,28,46,67,31,39
"chr1:165667067-165667357",129,44,119,135,66,72
"chr1:165667431-165667677",32,15,43,41,13,20
"chr1:165687055-165687512",181,77,94,198,133,130
"chr1:165753403-165753589",52,17,23,66,27,30
"chr1:165796560-165797683",211,83,177,217,88,138
"chr1:165840600-165841007",173,71,148,186,130,119
"chr1:165883392-165883836",178,86,132,195,126,142
"chr1:165893847-165894368",229,99,192,232,167,158
"chr1:165897330-165897767",187,98,111,222,144,134
"chr1:165912595-165912727",33,10,11,32,10,21
"chr1:165986777-165986911",22,3,23,18,15,12
"chr1:166102565-166102784",67,24,23,68,35,35
"chr1:166109080-166109229",26,8,29,28,6,23
"chr1:166135888-166136255",79,25,70,70,32,49
"chr1:166136291-166136569",66,29,59,56,20,32
"chr1:166227334-166227639",134,43,104,116,60,92
"chr1:166270084-166270278",64,14,17,52,35,43
"chr1:166323731-166323932",60,19,18,41,21,34
"chr1:166402985-166403296",130,66,67,130,70,97
"chr1:166448242-166448622",165,79,92,205,154,132
"chr1:166646344-166646535",49,9,7,51,18,41
"chr1:166699948-166700170",43,14,34,58,16,40
"chr1:166755339-166755469",21,7,19,27,12,16
"chr1:166783172-166783422",50,14,20,84,29,31
"chr1:166791716-166791928",46,17,45,43,18,27
"chr1:166808455-166809565",243,75,206,232,100,145
"chr1:166845539-166845899",104,38,73,88,38,70
"chr1:166871539-166871678",29,9,7,31,11,24
"chr1:166879673-166879977",194,97,145,247,189,159
"chr1:166944602-166945104",169,74,153,166,70,84
"chr1:167021663-167022097",218,118,214,222,146,168
"chr1:167026445-167026906",229,95,209,235,154,165
"chr1:167028314-167028935",306,164,309,340,255,216
"chr1:167029749-167030083",135,44,95,131,74,82
"chr1:167035750-167036267",279,162,290,304,225,186
"chr1:167051728-167051890",36,13,16,39,13,24
"chr1:167055364-167055526",45,13,32,33,18,33
"chr1:167074912-167075104",42,20,11,42,24,27
"chr1:167090267-167090413",37,8,35,33,14,23
"chr1:167093302-167093662",120,53,90,157,95,91
"chr1:167098155-167098444",87,32,31,98,39,51
"chr1:167177704-167177927",58,9,25,33,31,32
"chr1:167189758-167190223",221,107,222,207,148,158
"chr1:167190662-167190955",27,10,24,27,19,10
"chr1:167191039-167191303",30,12,39,33,14,18
"chr1:167237050-167237409",176,90,137,198,139,131
"chr1:167312147-167312417",100,21,53,100,40,64
"chr1:167370516-167370878",157,67,142,180,115,118
"chr1:167378474-167378731",86,21,40,83,49,56
"chr1:167411342-167411846",242,110,232,242,178,178
"chr1:167424073-167424265",33,16,29,25,8,18
"chr1:167490150-167490312",39,9,22,28,14,36
"chr1:167502953-167503537",238,116,244,248,177,170
"chr1:167507968-167508132",34,11,25,37,14,18
"chr1:167509412-167509952",207,87,152,245,120,145
"chr1:167525283-167525803",194,96,111,223,130,120
"chr1:167569264-167569634",164,53,60,174,90,108
"chr1:167657039-167657601",214,94,173,250,171,149
"chr1:167684654-167685065",179,93,101,192,135,142
"chr1:167690194-167690525",111,48,75,120,70,81
"chr1:167772511-167773075",283,137,274,313,210,206
"chr1:167789448-167789569",22,5,12,22,5,14
"chr1:167848116-167848289",38,10,16,22,14,17
"chr1:167895712-167896088",170,65,146,123,81,113
"chr1:168051412-168051862",231,91,193,226,144,165
"chr1:168053915-168054516",267,114,247,273,189,178
"chr1:168055750-168055916",37,7,33,19,10,27
"chr1:168062180-168062571",177,69,146,163,85,106
"chr1:168099313-168099503",38,12,29,51,20,25
"chr1:168114959-168115365",217,125,198,235,183,169
"chr1:168147990-168148305",98,28,76,80,46,59
"chr1:168204421-168204824",149,61,127,163,98,114
"chr1:168291207-168291531",132,48,51,137,88,88
"chr1:168311875-168312311",192,85,171,204,126,140
"chr1:168312826-168313156",102,42,84,111,58,83
"chr1:168332377-168332568",51,12,16,36,17,34
"chr1:168334976-168335385",139,46,70,161,84,99
"chr1:168351260-168351379",28,8,22,25,10,22
"chr1:168408974-168409457",245,122,222,271,179,168
"chr1:168421675-168421807",37,13,28,33,16,22
"chr1:168515074-168515554",122,57,71,151,106,96
"chr1:168543504-168544047",121,45,53,135,82,89
"chr1:168572564-168573121",257,148,263,293,231,175
"chr1:168579475-168579692",58,26,27,52,28,40
"chr1:168592605-168592758",37,7,20,28,16,25
"chr1:168605451-168605818",126,28,42,137,79,70
"chr1:168606576-168607099",216,97,121,265,173,150
"chr1:168657072-168657310",115,34,70,104,49,73
"chr1:168679482-168679674",32,17,17,42,19,33
"chr1:168704150-168704519",160,69,86,162,98,116
"chr1:168758857-168759048",50,11,17,72,24,35
"chr1:168935536-168935780",103,25,81,92,38,71
"chr1:168956662-168956942",127,47,90,132,62,78
"chr1:169040366-169040520",48,6,30,35,14,27
"chr1:169050720-169050955",58,17,24,54,19,30
"chr1:169074795-169075090",102,31,72,82,39,64
"chr1:169075296-169075686",95,38,83,89,41,53
"chr1:169078117-169078776",293,90,246,259,128,205
"chr1:169100567-169100753",44,20,33,44,15,28
"chr1:169103421-169103756",122,35,60,145,65,90
"chr1:169108644-169108797",37,9,13,28,7,15
"chr1:169240508-169240778",74,19,20,78,26,48
"chr1:169277649-169277803",41,13,10,39,24,40
"chr1:169311501-169311620",31,5,9,33,15,18
"chr1:169317707-169318082",180,83,89,230,130,127
"chr1:169435461-169435837",142,52,55,167,95,105
"chr1:169455067-169455409",156,53,111,126,61,90
"chr1:169478682-169478962",114,27,42,89,48,63
"chr1:169498340-169498465",33,5,6,28,13,14
"chr1:169515580-169516090",223,107,145,249,184,167
"chr1:169519530-169519914",141,63,68,171,100,104
"chr1:169555496-169555981",217,93,184,207,127,147
"chr1:169558133-169558300",42,11,29,33,19,24
"chr1:169570327-169570691",147,42,60,195,95,105
"chr1:169663467-169663716",111,40,48,143,70,72
"chr1:169668969-169669237",55,23,24,97,53,45
"chr1:169680756-169681074",104,33,63,113,50,56
"chr1:169681139-169681555",204,111,176,236,164,152
"chr1:169695539-169695693",33,9,6,30,20,19
"chr1:169722794-169722998",71,12,35,56,32,41
"chr1:169778837-169779272",147,41,71,174,106,100
"chr1:169862644-169862935",43,15,39,53,25,25
"chr1:169898001-169898460",182,78,89,234,100,128
"chr1:169979674-169979888",96,40,47,146,54,65
"chr1:170036352-170036618",82,27,29,71,41,54
"chr1:170043603-170044157",236,100,193,238,133,149
"chr1:170236505-170236780",97,37,68,88,41,65
"chr1:170338661-170338848",44,19,21,35,14,36
"chr1:170406124-170406342",62,20,19,61,33,43
"chr1:170426471-170426784",104,48,94,120,59,75
"chr1:170537458-170537650",38,16,24,44,24,39
"chr1:170552433-170552623",27,11,24,23,10,25
"chr1:170658604-170659005",164,72,141,213,143,131
"chr1:170701994-170702172",64,21,19,57,26,44
